Bairro,Grupo de idade,Total,Total.1,Total.2
Águas Lindas,60 a 69 anos,"703,62","813,42","586,15"
Águas Lindas,70 anos ou mais,"678,92","755,45","612,45"
Aurá,Total,"592,34","676,79","491,87"
Aurá,10 a 14 anos,"78,89","84,00","72,50"
Aurá,15 a 19 anos,"461,23","399,68","542,21"
Aurá,15 a 17 anos,"277,76","274,27","284,17"
Aurá,18 ou 19 anos,"576,74","498,21","661,31"
Aurá,20 a 24 anos,"481,28","529,49","398,10"
Aurá,25 a 29 anos,"547,73","654,94","395,27"
Aurá,30 a 34 anos,"482,00","547,84","416,16"
Aurá,35 a 39 anos,"777,81","957,55","616,36"
Aurá,40 a 44 anos,"590,94","667,86","488,98"
Aurá,45 a 49 anos,"663,67","752,78","560,85"
Aurá,50 a 54 anos,"689,55","812,96","574,66"
Aurá,55 a 59 anos,"716,03","856,52","489,08"
Aurá,60 a 69 anos,"689,37","834,26","544,48"
Aurá,70 anos ou mais,"619,68","722,50","510,00"
Bengui,Total,"709,35","805,21","590,38"
Bengui,10 a 14 anos,"208,87","237,04","176,80"
Bengui,15 a 19 anos,"369,34","402,57","316,43"
Bengui,15 a 17 anos,"304,58","332,67","260,73"
Bengui,18 ou 19 anos,"411,10","447,09","353,06"
Bengui,20 a 24 anos,"550,56","591,45","491,50"
Bengui,25 a 29 anos,"650,29","719,40","556,26"
Bengui,30 a 34 anos,"683,53","778,58","562,70"
Bengui,35 a 39 anos,"788,88","917,04","620,99"
Bengui,40 a 44 anos,"758,33","859,53","633,07"
Bengui,45 a 49 anos,"857,82","987,55","685,55"
Bengui,50 a 54 anos,"831,87","971,87","671,56"
Bengui,55 a 59 anos,"891,70","1037,11","717,13"
Bengui,60 a 69 anos,"770,08","893,55","637,31"
Bengui,70 anos ou mais,"663,28","768,65","591,71"
Cabanagem,Total,"670,91","748,57","569,17"
Cabanagem,10 a 14 anos,"207,12","191,98","226,92"
Cabanagem,15 a 19 anos,"407,14","440,31","357,31"
Cabanagem,15 a 17 anos,"327,53","338,49","310,54"
Cabanagem,18 ou 19 anos,"454,57","502,23","384,33"
Cabanagem,20 a 24 anos,"529,22","569,77","455,61"
Cabanagem,25 a 29 anos,"635,16","688,88","552,37"
Cabanagem,30 a 34 anos,"664,84","709,78","606,08"
Cabanagem,35 a 39 anos,"723,68","844,99","589,78"
Cabanagem,40 a 44 anos,"735,89","829,12","627,09"
Cabanagem,45 a 49 anos,"739,83","850,18","588,52"
Cabanagem,50 a 54 anos,"731,44","869,65","560,07"
Cabanagem,55 a 59 anos,"923,89","1138,90","621,64"
Cabanagem,60 a 69 anos,"721,61","796,34","646,22"
Cabanagem,70 anos ou mais,"638,47","686,61","603,90"
Coqueiro,Total,"1207,41","1359,27","1040,54"
Coqueiro,10 a 14 anos,"312,53","304,24","320,33"
Coqueiro,15 a 19 anos,"481,92","509,27","447,52"
Coqueiro,15 a 17 anos,"387,63","431,49","336,08"
Coqueiro,18 ou 19 anos,"536,68","552,35","516,19"
Coqueiro,20 a 24 anos,"707,72","745,51","661,61"
Coqueiro,25 a 29 anos,"930,91","1027,36","816,43"
Coqueiro,30 a 34 anos,"1106,24","1227,82","963,49"
Coqueiro,35 a 39 anos,"1169,07","1338,52","973,37"
Coqueiro,40 a 44 anos,"1305,54","1486,80","1107,11"
Coqueiro,45 a 49 anos,"1507,51","1715,25","1266,29"
Coqueiro,50 a 54 anos,"1495,65","1737,02","1250,37"
Coqueiro,55 a 59 anos,"1737,78","2000,55","1448,01"
Coqueiro,60 a 69 anos,"1604,37","1878,35","1339,14"
Coqueiro,70 anos ou mais,"1294,36","1513,86","1150,70"
Parque Verde,Total,"1397,49","1608,71","1152,83"
Parque Verde,10 a 14 anos,"226,44","249,06","207,19"
Parque Verde,15 a 19 anos,"474,99","465,02","487,25"
Parque Verde,15 a 17 anos,"344,33","382,37","307,58"
Parque Verde,18 ou 19 anos,"562,09","510,76","636,56"
Parque Verde,20 a 24 anos,"686,15","710,36","652,41"
Parque Verde,25 a 29 anos,"928,63","966,09","882,46"
Parque Verde,30 a 34 anos,"1143,30","1266,66","995,05"
Parque Verde,35 a 39 anos,"1573,12","1765,52","1350,23"
Parque Verde,40 a 44 anos,"1705,26","1886,34","1480,29"
Parque Verde,45 a 49 anos,"2071,61","2600,11","1458,17"
Parque Verde,50 a 54 anos,"1910,17","2381,39","1372,86"
Parque Verde,55 a 59 anos,"1954,54","2445,84","1382,85"
Parque Verde,60 a 69 anos,"1696,42","2076,55","1345,10"
Parque Verde,70 anos ou mais,"1450,25","1953,24","1139,52"
Pratinha,Total,"960,04","1081,26","797,28"
Pratinha,10 a 14 anos,"204,44","239,68","163,40"
Pratinha,15 a 19 anos,"371,20","401,92","320,34"
Pratinha,15 a 17 anos,"301,78","298,51","306,67"
Pratinha,18 ou 19 anos,"420,74","470,85","331,24"
Pratinha,20 a 24 anos,"584,40","620,12","527,84"
Pratinha,25 a 29 anos,"698,12","766,85","605,54"
Pratinha,30 a 34 anos,"839,11","894,15","763,75"
Pratinha,35 a 39 anos,"1131,55","1294,18","923,74"
Pratinha,40 a 44 anos,"1229,53","1399,40","998,93"
Pratinha,45 a 49 anos,"1313,68","1521,56","1043,50"
Pratinha,50 a 54 anos,"1436,62","1672,97","1080,55"
Pratinha,55 a 59 anos,"1417,39","1703,14","1020,78"
Pratinha,60 a 69 anos,"959,01","1091,15","815,58"
Pratinha,70 anos ou mais,"847,71","995,11","709,71"
São Clemente,Total,"602,09","661,21","505,84"
São Clemente,10 a 14 anos,"214,70","231,23","202,06"
São Clemente,15 a 19 anos,"438,81","477,00","346,42"
São Clemente,15 a 17 anos,"407,87","449,83","272,67"
São Clemente,18 ou 19 anos,"456,10","494,13","376,59"
São Clemente,20 a 24 anos,"533,95","572,23","452,98"
São Clemente,25 a 29 anos,"551,10","609,33","452,10"
São Clemente,30 a 34 anos,"638,36","713,75","527,01"
São Clemente,35 a 39 anos,"644,12","700,14","567,17"
São Clemente,40 a 44 anos,"690,17","763,56","554,07"
São Clemente,45 a 49 anos,"609,64","670,21","495,56"
São Clemente,50 a 54 anos,"711,09","754,67","634,40"
São Clemente,55 a 59 anos,"546,88","642,83","407,75"
São Clemente,60 a 69 anos,"544,36","607,13","482,73"
São Clemente,70 anos ou mais,"547,47","568,18","525,24"
Tapanã,Total,"893,79","1007,84","748,02"
Tapanã,10 a 14 anos,"206,56","222,30","190,45"
Tapanã,15 a 19 anos,"401,69","445,83","336,62"
Tapanã,15 a 17 anos,"296,55","327,53","256,08"
Tapanã,18 ou 19 anos,"475,03","521,69","400,10"
Tapanã,20 a 24 anos,"594,16","640,39","519,90"
Tapanã,25 a 29 anos,"726,20","788,45","636,20"
Tapanã,30 a 34 anos,"828,25","930,42","702,19"
Tapanã,35 a 39 anos,"972,12","1129,39","770,43"
Tapanã,40 a 44 anos,"968,39","1115,55","779,87"
Tapanã,45 a 49 anos,"1139,83","1331,24","877,94"
Tapanã,50 a 54 anos,"1204,06","1382,00","983,06"
Tapanã,55 a 59 anos,"1271,64","1458,03","1035,68"
Tapanã,60 a 69 anos,"1110,72","1218,04","1002,37"
Tapanã,70 anos ou mais,"847,31","1031,25","724,43"
Una,Total,"738,39","797,53","658,06"
Una,10 a 14 anos,"250,84","255,71","244,64"
Una,15 a 19 anos,"427,47","403,89","454,00"
Una,15 a 17 anos,"364,00","371,58","350,91"
Una,18 ou 19 anos,"462,09","427,50","493,10"
Una,20 a 24 anos,"583,30","613,16","524,71"
Una,25 a 29 anos,"673,92","700,63","634,91"
Una,30 a 34 anos,"712,36","758,22","649,77"
Una,35 a 39 anos,"747,19","832,58","629,06"
Una,40 a 44 anos,"840,57","905,38","743,61"
Una,45 a 49 anos,"765,14","861,60","638,27"
Una,50 a 54 anos,"968,07","1141,81","762,91"
Una,55 a 59 anos,"949,59","991,09","894,79"
Una,60 a 69 anos,"840,56","929,00","753,19"
Una,70 anos ou mais,"710,02","820,00","627,15"
Águas Negras,Total,"823,74","934,37","684,67"
Águas Negras,10 a 14 anos,"140,29","144,59","137,94"
Águas Negras,15 a 19 anos,"318,70","372,56","245,15"
Águas Negras,15 a 17 anos,"221,36","260,00","188,44"
Águas Negras,18 ou 19 anos,"385,37","426,50","306,40"
Águas Negras,20 a 24 anos,"549,07","581,04","492,69"
Águas Negras,25 a 29 anos,"679,31","761,48","563,80"
Águas Negras,30 a 34 anos,"768,89","825,13","685,09"
Águas Negras,35 a 39 anos,"893,88","1040,57","733,63"
Águas Negras,40 a 44 anos,"1015,27","1226,97","777,57"
Águas Negras,45 a 49 anos,"989,34","1152,96","727,85"
Águas Negras,50 a 54 anos,"976,35","1121,08","770,02"
Águas Negras,55 a 59 anos,"1196,89","1516,88","896,18"
Águas Negras,60 a 69 anos,"1035,32","1240,99","852,86"
Águas Negras,70 anos ou mais,"845,30","870,36","827,87"
Agulha,Total,"827,38","954,92","663,98"
Agulha,10 a 14 anos,"212,09","255,95","169,71"
Agulha,15 a 19 anos,"373,69","385,71","357,55"
Agulha,15 a 17 anos,"301,09","327,61","265,12"
Agulha,18 ou 19 anos,"419,15","422,30","414,95"
Agulha,20 a 24 anos,"589,48","643,77","499,87"
Agulha,25 a 29 anos,"708,48","802,34","565,75"
Agulha,30 a 34 anos,"774,59","895,55","612,02"
Agulha,35 a 39 anos,"906,12","1038,66","737,73"
Agulha,40 a 44 anos,"902,75","1043,57","712,79"
Agulha,45 a 49 anos,"1009,15","1181,56","797,50"
Agulha,50 a 54 anos,"1048,22","1267,38","786,69"
Agulha,55 a 59 anos,"1079,88","1252,63","871,91"
Agulha,60 a 69 anos,"922,11","1146,68","692,09"
Agulha,70 anos ou mais,"832,38","1039,03","676,48"
Campina de Icoaraci,Total,"876,28","1009,84","715,64"
Campina de Icoaraci,10 a 14 anos,"191,31","222,67","150,69"
Campina de Icoaraci,15 a 19 anos,"378,56","449,27","274,61"
Campina de Icoaraci,15 a 17 anos,"261,38","303,53","205,78"
Campina de Icoaraci,18 ou 19 anos,"452,09","534,28","322,58"
Campina de Icoaraci,20 a 24 anos,"630,45","688,30","543,01"
Campina de Icoaraci,25 a 29 anos,"733,09","829,45","601,56"
Campina de Icoaraci,30 a 34 anos,"808,94","926,43","659,51"
Campina de Icoaraci,35 a 39 anos,"885,25","1023,71","708,21"
Campina de Icoaraci,40 a 44 anos,"931,35","1106,59","727,59"
Campina de Icoaraci,45 a 49 anos,"995,59","1205,30","742,30"
Campina de Icoaraci,50 a 54 anos,"1104,85","1263,74","886,81"
Campina de Icoaraci,55 a 59 anos,"1180,79","1344,11","989,60"
Campina de Icoaraci,60 a 69 anos,"1112,50","1381,61","853,03"
Campina de Icoaraci,70 anos ou mais,"898,11","1035,08","812,73"
Cruzeiro,Total,"1017,66","1152,66","858,66"
Cruzeiro,10 a 14 anos,"285,41","302,69","267,09"
Cruzeiro,15 a 19 anos,"400,98","439,38","350,51"
Cruzeiro,15 a 17 anos,"323,31","315,55","333,56"
Cruzeiro,18 ou 19 anos,"444,30","508,64","359,93"
Cruzeiro,20 a 24 anos,"673,47","740,47","541,99"
Cruzeiro,25 a 29 anos,"786,49","825,21","734,81"
Cruzeiro,30 a 34 anos,"988,36","1089,07","851,82"
Cruzeiro,35 a 39 anos,"967,74","1078,03","842,61"
Cruzeiro,40 a 44 anos,"1012,92","1156,90","839,02"
Cruzeiro,45 a 49 anos,"1131,38","1379,70","827,20"
Cruzeiro,50 a 54 anos,"1491,59","1785,22","1141,23"
Cruzeiro,55 a 59 anos,"1379,79","1528,42","1232,80"
Cruzeiro,60 a 69 anos,"1237,96","1542,96","951,68"
Cruzeiro,70 anos ou mais,"1114,96","1397,66","935,48"
Maracacuera,Total,"649,55","748,26","506,44"
Maracacuera,10 a 14 anos,"205,94","213,04","197,74"
Maracacuera,15 a 19 anos,"353,57","398,05","251,41"
Maracacuera,15 a 17 anos,"250,62","275,07","198,05"
Maracacuera,18 ou 19 anos,"428,11","484,03","293,25"
Maracacuera,20 a 24 anos,"533,04","579,98","444,47"
Maracacuera,25 a 29 anos,"602,93","687,64","478,01"
Maracacuera,30 a 34 anos,"637,91","752,53","486,92"
Maracacuera,35 a 39 anos,"695,47","831,53","496,11"
Maracacuera,40 a 44 anos,"707,44","843,92","530,42"
Maracacuera,45 a 49 anos,"805,33","962,27","601,86"
Maracacuera,50 a 54 anos,"763,66","880,43","585,45"
Maracacuera,55 a 59 anos,"849,99","1017,65","584,23"
Maracacuera,60 a 69 anos,"688,12","752,38","602,94"
Maracacuera,70 anos ou mais,"650,13","693,48","613,15"
Paracuri,Total,"617,88","724,87","476,93"
Paracuri,10 a 14 anos,"161,26","222,94","105,03"
Paracuri,15 a 19 anos,"362,97","424,36","277,19"
Paracuri,15 a 17 anos,"243,31","320,81","158,97"
Paracuri,18 ou 19 anos,"444,66","483,31","380,26"
Paracuri,20 a 24 anos,"521,47","582,12","399,33"
Paracuri,25 a 29 anos,"565,75","627,60","482,34"
Paracuri,30 a 34 anos,"563,85","656,66","451,37"
Paracuri,35 a 39 anos,"649,04","782,22","489,92"
Paracuri,40 a 44 anos,"795,46","985,91","557,39"
Paracuri,45 a 49 anos,"753,52","925,51","515,01"
Paracuri,50 a 54 anos,"738,39","881,01","512,57"
Paracuri,55 a 59 anos,"649,31","783,40","479,93"
Paracuri,60 a 69 anos,"629,56","721,51","533,48"
Paracuri,70 anos ou mais,"587,82","568,38","605,68"
Parque Guajará,Total,"777,73","865,69","667,94"
Parque Guajará,10 a 14 anos,"153,71","158,30","148,01"
Parque Guajará,15 a 19 anos,"351,86","397,87","279,69"
Parque Guajará,15 a 17 anos,"268,75","287,89","237,97"
Parque Guajará,18 ou 19 anos,"413,54","480,84","309,85"
Parque Guajará,20 a 24 anos,"538,32","591,69","455,47"
Parque Guajará,25 a 29 anos,"637,25","718,54","526,96"
Parque Guajará,30 a 34 anos,"767,44","863,99","645,73"
Parque Guajará,35 a 39 anos,"859,34","946,98","759,61"
Parque Guajará,40 a 44 anos,"911,00","1009,38","786,96"
Parque Guajará,45 a 49 anos,"972,64","1145,72","757,49"
Parque Guajará,50 a 54 anos,"977,27","1070,93","860,46"
Parque Guajará,55 a 59 anos,"1056,43","1217,24","884,62"
Parque Guajará,60 a 69 anos,"843,19","938,03","743,06"
Parque Guajará,70 anos ou mais,"813,58","963,57","701,48"
Ponta Grossa,Total,"1078,22","1240,44","889,82"
Ponta Grossa,10 a 14 anos,"262,93","363,93","161,93"
Ponta Grossa,15 a 19 anos,"399,53","444,68","328,40"
Ponta Grossa,15 a 17 anos,"334,28","376,37","259,81"
Ponta Grossa,18 ou 19 anos,"440,03","490,22","366,34"
Ponta Grossa,20 a 24 anos,"676,44","780,35","531,52"
Ponta Grossa,25 a 29 anos,"899,68","1024,72","742,78"
Ponta Grossa,30 a 34 anos,"982,19","1052,47","897,43"
Ponta Grossa,35 a 39 anos,"1098,24","1264,18","884,04"
Ponta Grossa,40 a 44 anos,"1135,65","1305,71","919,36"
Ponta Grossa,45 a 49 anos,"1380,02","1629,34","1046,70"
Ponta Grossa,50 a 54 anos,"1299,48","1530,55","1070,90"
Ponta Grossa,55 a 59 anos,"1332,59","1525,29","1094,48"
Ponta Grossa,60 a 69 anos,"1359,20","1618,29","1099,18"
Ponta Grossa,70 anos ou mais,"1100,82","1430,80","912,86"
Tenoné,Total,"890,48","1000,40","753,08"
Tenoné,10 a 14 anos,"135,22","137,94","132,47"
Tenoné,15 a 19 anos,"349,83","370,85","317,83"
Tenoné,15 a 17 anos,"255,84","284,92","217,90"
Tenoné,18 ou 19 anos,"432,53","438,13","422,75"
Tenoné,20 a 24 anos,"603,29","662,00","509,74"
Tenoné,25 a 29 anos,"748,30","814,73","663,61"
Tenoné,30 a 34 anos,"798,52","901,95","677,87"
Tenoné,35 a 39 anos,"978,05","1096,47","823,07"
Tenoné,40 a 44 anos,"1056,92","1177,13","920,29"
Tenoné,45 a 49 anos,"1103,95","1214,39","972,51"
Tenoné,50 a 54 anos,"1148,43","1351,42","879,98"
Tenoné,55 a 59 anos,"1417,32","1712,13","995,22"
Tenoné,60 a 69 anos,"1054,71","1257,10","840,10"
Tenoné,70 anos ou mais,"833,84","978,68","719,76"
São João do Outeiro,Total,"785,01","923,38","601,55"
São João do Outeiro,10 a 14 anos,"150,75","181,17","119,75"
São João do Outeiro,15 a 19 anos,"334,12","378,23","270,45"
São João do Outeiro,15 a 17 anos,"237,42","261,47","205,53"
São João do Outeiro,18 ou 19 anos,"418,20","473,30","332,49"
São João do Outeiro,20 a 24 anos,"544,42","599,90","444,13"
São João do Outeiro,25 a 29 anos,"634,76","755,72","481,11"
São João do Outeiro,30 a 34 anos,"666,08","790,90","527,55"
São João do Outeiro,35 a 39 anos,"780,79","924,97","615,45"
São João do Outeiro,40 a 44 anos,"862,11","1019,27","642,09"
São João do Outeiro,45 a 49 anos,"896,41","1044,92","670,97"
São João do Outeiro,50 a 54 anos,"1026,52","1158,05","814,29"
São João do Outeiro,55 a 59 anos,"1029,52","1295,44","675,58"
São João do Outeiro,60 a 69 anos,"1049,93","1240,79","805,18"
São João do Outeiro,70 anos ou mais,"982,04","1152,55","785,21"
Itaiteua,Total,"676,80","793,74","532,00"
Itaiteua,10 a 14 anos,"79,06","95,03","59,08"
Itaiteua,15 a 19 anos,"326,74","420,83","165,43"
Itaiteua,15 a 17 anos,"161,67","130,00","195,77"
Itaiteua,18 ou 19 anos,"475,30","605,91","116,13"
Itaiteua,20 a 24 anos,"479,88","594,80","338,44"
Itaiteua,25 a 29 anos,"501,96","595,65","405,44"
Itaiteua,30 a 34 anos,"632,59","662,42","589,51"
Itaiteua,35 a 39 anos,"771,48","989,27","487,02"
Itaiteua,40 a 44 anos,"946,89","1040,87","830,55"
Itaiteua,45 a 49 anos,"907,38","1077,10","671,67"
Itaiteua,50 a 54 anos,"895,69","982,25","787,50"
Itaiteua,55 a 59 anos,"925,65","1312,95","470,00"
Itaiteua,60 a 69 anos,"954,42","1128,66","798,05"
Itaiteua,70 anos ou mais,"710,26","792,03","609,62"
Brasília,Total,"642,36","703,77","549,57"
Brasília,10 a 14 anos,"274,43","303,93","215,43"
Brasília,15 a 19 anos,"420,28","514,91","258,85"
Brasília,15 a 17 anos,"310,74","393,70","151,75"
Brasília,18 ou 19 anos,"487,54","594,57","317,27"
Brasília,20 a 24 anos,"530,37","561,64","468,62"
Brasília,25 a 29 anos,"566,77","634,64","448,00"
Brasília,30 a 34 anos,"592,97","662,33","491,73"
Brasília,35 a 39 anos,"702,27","752,48","620,75"
Brasília,40 a 44 anos,"676,92","735,64","575,75"
Brasília,45 a 49 anos,"760,98","804,61","697,21"
Brasília,50 a 54 anos,"714,77","774,05","609,15"
Brasília,55 a 59 anos,"857,10","1048,87","595,25"
Brasília,60 a 69 anos,"698,63","791,92","621,39"
Brasília,70 anos ou mais,"635,56","662,54","609,33"
Água Boa,Total,"763,51","884,46","616,29"
Água Boa,10 a 14 anos,"161,23","172,86","151,86"
Água Boa,15 a 19 anos,"297,98","371,31","213,76"
Água Boa,15 a 17 anos,"256,29","312,79","201,23"
Água Boa,18 ou 19 anos,"337,13","418,62","227,71"
Água Boa,20 a 24 anos,"510,32","602,15","358,86"
Água Boa,25 a 29 anos,"562,39","666,70","431,12"
Água Boa,30 a 34 anos,"655,49","788,68","503,69"
Água Boa,35 a 39 anos,"734,04","836,08","635,32"
Água Boa,40 a 44 anos,"878,54","1019,04","715,21"
Água Boa,45 a 49 anos,"992,99","1141,47","785,52"
Água Boa,50 a 54 anos,"1017,81","1269,28","661,92"
Água Boa,55 a 59 anos,"971,10","1109,08","781,20"
Água Boa,60 a 69 anos,"990,38","1040,84","931,46"
Água Boa,70 anos ou mais,"1012,96","1110,40","914,60"
Aeroporto,Total,"743,83","867,88","604,56"
Aeroporto,10 a 14 anos,"93,67","108,40","20,00"
Aeroporto,15 a 19 anos,"325,35","378,70","272,00"
Aeroporto,15 a 17 anos,"230,77","238,33","224,29"
Aeroporto,18 ou 19 anos,"501,00","589,25","383,33"
Aeroporto,20 a 24 anos,"493,16","556,67","366,13"
Aeroporto,25 a 29 anos,"616,89","690,69","537,63"
Aeroporto,30 a 34 anos,"528,62","532,10","524,95"
Aeroporto,35 a 39 anos,"907,87","1073,61","686,89"
Aeroporto,40 a 44 anos,"949,89","961,52","936,66"
Aeroporto,45 a 49 anos,"818,96","988,76","604,87"
Aeroporto,50 a 54 anos,"665,42","675,79","657,21"
Aeroporto,55 a 59 anos,"1162,74","1704,00","621,47"
Aeroporto,60 a 69 anos,"939,02","1255,16","632,75"
Aeroporto,70 anos ou mais,"645,69","789,33","520,00"
Arirambá,Total,"774,63","898,29","591,67"
Arirambá,10 a 14 anos,"170,94","203,00","142,44"
Arirambá,15 a 19 anos,"272,78","317,45","242,06"
Arirambá,15 a 17 anos,"252,29","298,20","137,50"
Arirambá,18 ou 19 anos,"294,85","510,00","276,92"
Arirambá,20 a 24 anos,"546,76","602,08","444,62"
Arirambá,25 a 29 anos,"657,41","762,50","476,21"
Arirambá,30 a 34 anos,"789,00","843,38","694,43"
Arirambá,35 a 39 anos,"813,92","947,63","663,90"
Arirambá,40 a 44 anos,"649,62","690,83","577,50"
Arirambá,45 a 49 anos,"1302,85","1680,94","752,91"
Arirambá,50 a 54 anos,"910,92","856,36","1000,95"
Arirambá,55 a 59 anos,"885,95","1064,00","624,12"
Arirambá,60 a 69 anos,"946,34","1172,05","517,50"
Arirambá,70 anos ou mais,"591,37","650,47","517,50"
Carananduba,Total,"689,66","783,34","577,21"
Carananduba,10 a 14 anos,"141,35","143,83","137,63"
Carananduba,15 a 19 anos,"292,40","355,27","205,07"
Carananduba,15 a 17 anos,"242,85","294,93","192,50"
Carananduba,18 ou 19 anos,"334,16","393,30","220,79"
Carananduba,20 a 24 anos,"490,79","577,50","356,70"
Carananduba,25 a 29 anos,"564,46","646,56","462,78"
Carananduba,30 a 34 anos,"634,48","763,34","508,03"
Carananduba,35 a 39 anos,"729,47","800,15","646,67"
Carananduba,40 a 44 anos,"936,45","1014,65","830,33"
Carananduba,45 a 49 anos,"768,43","871,71","656,17"
Carananduba,50 a 54 anos,"925,92","1184,05","629,82"
Carananduba,55 a 59 anos,"775,33","846,20","683,06"
Carananduba,60 a 69 anos,"882,78","957,20","798,38"
Carananduba,70 anos ou mais,"729,14","853,78","600,25"
Caruara,Total,"640,03","674,67","593,03"
Caruara,10 a 14 anos,"183,43","183,80","182,50"
Caruara,15 a 19 anos,"327,04","401,25","178,63"
Caruara,15 a 17 anos,"177,18","230,00","113,80"
Caruara,18 ou 19 anos,"453,85","504,00","286,67"
Caruara,20 a 24 anos,"484,97","635,28","291,71"
Caruara,25 a 29 anos,"537,24","640,32","448,47"
Caruara,30 a 34 anos,"921,57","803,18","1355,67"
Caruara,35 a 39 anos,"623,12","692,14","535,27"
Caruara,40 a 44 anos,"766,00","1111,54","445,14"
Caruara,45 a 49 anos,"868,29","727,10","1025,17"
Caruara,50 a 54 anos,"587,58","552,00","627,11"
Caruara,55 a 59 anos,"505,50","493,57","533,33"
Caruara,60 a 69 anos,"950,00","818,00","1214,00"
Caruara,70 anos ou mais,"713,57","947,14","480,00"
Farol,Total,"932,94","1054,13","784,68"
Farol,10 a 14 anos,"471,67","557,50","300,00"
Farol,15 a 19 anos,"395,83","425,71","354,00"
Farol,15 a 17 anos,"396,67","423,33","370,00"
Farol,18 ou 19 anos,"395,00","427,50","330,00"
Farol,20 a 24 anos,"705,06","882,78","476,57"
Farol,25 a 29 anos,"671,84","717,24","606,00"
Farol,30 a 34 anos,"618,30","728,26","512,92"
Farol,35 a 39 anos,"1070,45","1240,38","906,81"
Farol,40 a 44 anos,"728,08","773,29","658,00"
Farol,45 a 49 anos,"1429,83","1598,45","1164,86"
Farol,50 a 54 anos,"869,44","870,00","869,00"
Farol,55 a 59 anos,"733,32","748,54","711,33"
Farol,60 a 69 anos,"1405,17","1738,10","1146,22"
Farol,70 anos ou mais,"1210,80","1400,71","878,44"
Mangueiras,Total,"768,62","926,36","583,91"
Mangueiras,10 a 14 anos,"196,80","174,00","225,82"
Mangueiras,15 a 19 anos,"332,37","388,50","242,56"
Mangueiras,15 a 17 anos,"299,70","331,50","250,77"
Mangueiras,18 ou 19 anos,"366,06","445,50","233,67"
Mangueiras,20 a 24 anos,"419,51","503,19","314,08"
Mangueiras,25 a 29 anos,"622,58","767,95","439,76"
Mangueiras,30 a 34 anos,"606,07","693,70","494,30"
Mangueiras,35 a 39 anos,"748,85","826,80","676,84"
Mangueiras,40 a 44 anos,"727,42","816,74","621,16"
Mangueiras,45 a 49 anos,"1043,00","1417,50","630,29"
Mangueiras,50 a 54 anos,"1074,23","1396,76","637,26"
Mangueiras,55 a 59 anos,"1501,07","1895,36","970,83"
Mangueiras,60 a 69 anos,"923,34","967,61","862,82"
Mangueiras,70 anos ou mais,"972,60","1451,32","622,11"
Maracajá,Total,"779,51","857,51","693,96"
Maracajá,10 a 14 anos,"238,50","305,33","209,86"
Maracajá,15 a 19 anos,"322,22","332,88","310,05"
Maracajá,15 a 17 anos,"331,48","304,54","375,25"
Maracajá,18 ou 19 anos,"314,13","366,36","269,92"
Maracajá,20 a 24 anos,"471,36","540,76","381,26"
Maracajá,25 a 29 anos,"639,72","745,68","492,40"
Maracajá,30 a 34 anos,"849,23","775,20","942,24"
Maracajá,35 a 39 anos,"823,27","919,73","731,63"
Maracajá,40 a 44 anos,"1000,29","1158,85","790,84"
Maracajá,45 a 49 anos,"884,79","977,71","777,58"
Maracajá,50 a 54 anos,"859,01","916,88","793,42"
Maracajá,55 a 59 anos,"826,52","916,25","751,75"
Maracajá,60 a 69 anos,"880,37","1003,80","777,51"
Maracajá,70 anos ou mais,"679,23","760,16","614,71"
Natal do Murubira,Total,"698,11","786,64","605,78"
Natal do Murubira,10 a 14 anos,"112,69","142,50","87,14"
Natal do Murubira,15 a 19 anos,"346,67","248,75","458,57"
Natal do Murubira,15 a 17 anos,"312,00","50,00","377,50"
Natal do Murubira,18 ou 19 anos,"364,00","277,14","566,67"
Natal do Murubira,20 a 24 anos,"497,45","584,58","392,90"
Natal do Murubira,25 a 29 anos,"417,57","420,69","413,45"
Natal do Murubira,30 a 34 anos,"666,19","611,67","717,84"
Natal do Murubira,35 a 39 anos,"639,33","832,33","432,54"
Natal do Murubira,40 a 44 anos,"815,43","928,85","668,00"
Natal do Murubira,45 a 49 anos,"680,45","877,65","441,00"
Natal do Murubira,50 a 54 anos,"875,65","856,00","890,77"
Natal do Murubira,55 a 59 anos,"779,09","803,64","754,55"
Natal do Murubira,60 a 69 anos,"1112,04","1267,08","963,20"
Natal do Murubira,70 anos ou mais,"938,38","1271,25","716,46"
Porto Arthur,Total,"803,52","803,09","804,26"
Porto Arthur,10 a 14 anos,"60,00","60,00",-
Porto Arthur,15 a 19 anos,"456,67","456,67",-
Porto Arthur,15 a 17 anos,"350,00","350,00",-
Porto Arthur,18 ou 19 anos,"510,00","510,00",-
Porto Arthur,20 a 24 anos,"416,67","525,00","200,00"
Porto Arthur,25 a 29 anos,"546,32","602,73","468,75"
Porto Arthur,30 a 34 anos,"616,00","620,00","605,00"
Porto Arthur,35 a 39 anos,"529,44","577,00","470,00"
Porto Arthur,40 a 44 anos,"606,18","632,08","544,00"
Porto Arthur,45 a 49 anos,"884,00","662,00","1106,00"
Porto Arthur,50 a 54 anos,"785,18","873,86","630,00"
Porto Arthur,55 a 59 anos,"1218,00","994,29","1740,00"
Porto Arthur,60 a 69 anos,"1293,53","1210,00","1387,50"
Porto Arthur,70 anos ou mais,"1308,89","1904,00","565,00"
São Francisco,Total,"865,14","953,69","754,20"
São Francisco,10 a 14 anos,"136,00","148,00","112,00"
São Francisco,15 a 19 anos,"528,57","776,58","266,78"
