Bairro,Grupo de idade,Total,Total.1,Total.2
Bengui,20 a 24 anos,"510,00","510,00","510,00"
Bengui,25 a 29 anos,"510,00","510,00","510,00"
Bengui,30 a 34 anos,"510,00","600,00","510,00"
Bengui,35 a 39 anos,"510,00","600,00","510,00"
Bengui,40 a 44 anos,"510,00","615,00","510,00"
Bengui,45 a 49 anos,"580,00","700,00","510,00"
Bengui,50 a 54 anos,"510,00","720,00","510,00"
Bengui,55 a 59 anos,"510,00","700,00","510,00"
Bengui,60 a 69 anos,"510,00","510,00","510,00"
Bengui,70 anos ou mais,"510,00","510,00","510,00"
Cabanagem,Total,"510,00","510,00","510,00"
Cabanagem,10 a 14 anos,"116,00","112,00","200,00"
Cabanagem,15 a 19 anos,"500,00","510,00","300,00"
Cabanagem,15 a 17 anos,"260,00","300,00","200,00"
Cabanagem,18 ou 19 anos,"510,00","510,00","400,00"
Cabanagem,20 a 24 anos,"510,00","510,00","510,00"
Cabanagem,25 a 29 anos,"510,00","510,00","510,00"
Cabanagem,30 a 34 anos,"510,00","510,00","510,00"
Cabanagem,35 a 39 anos,"510,00","600,00","510,00"
Cabanagem,40 a 44 anos,"510,00","600,00","510,00"
Cabanagem,45 a 49 anos,"510,00","600,00","510,00"
Cabanagem,50 a 54 anos,"510,00","600,00","510,00"
Cabanagem,55 a 59 anos,"510,00","600,00","510,00"
Cabanagem,60 a 69 anos,"510,00","510,00","510,00"
Cabanagem,70 anos ou mais,"510,00","510,00","510,00"
Coqueiro,Total,"750,00","800,00","600,00"
Coqueiro,10 a 14 anos,"200,00","200,00","150,00"
Coqueiro,15 a 19 anos,"510,00","510,00","410,00"
Coqueiro,15 a 17 anos,"317,50","400,00","252,50"
Coqueiro,18 ou 19 anos,"510,00","510,00","510,00"
Coqueiro,20 a 24 anos,"510,00","510,00","510,00"
Coqueiro,25 a 29 anos,"600,00","725,00","520,00"
Coqueiro,30 a 34 anos,"720,00","800,00","600,00"
Coqueiro,35 a 39 anos,"800,00","1000,00","600,00"
Coqueiro,40 a 44 anos,"900,00","1000,00","704,00"
Coqueiro,45 a 49 anos,"1000,00","1100,00","800,00"
Coqueiro,50 a 54 anos,"1000,00","1100,00","800,00"
Coqueiro,55 a 59 anos,"1020,00","1200,00","893,00"
Coqueiro,60 a 69 anos,"1000,00","1200,00","700,00"
Coqueiro,70 anos ou mais,"510,00","625,00","510,00"
Parque Verde,Total,"600,00","700,00","510,00"
Parque Verde,10 a 14 anos,"100,00","116,00","90,00"
Parque Verde,15 a 19 anos,"500,00","510,00","400,00"
Parque Verde,15 a 17 anos,"255,00","300,00","250,00"
Parque Verde,18 ou 19 anos,"510,00","510,00","510,00"
Parque Verde,20 a 24 anos,"510,00","510,00","510,00"
Parque Verde,25 a 29 anos,"510,00","600,00","510,00"
Parque Verde,30 a 34 anos,"600,00","700,00","510,00"
Parque Verde,35 a 39 anos,"700,00","800,00","560,00"
Parque Verde,40 a 44 anos,"750,00","800,00","600,00"
Parque Verde,45 a 49 anos,"800,00","1000,00","600,00"
Parque Verde,50 a 54 anos,"800,00","1000,00","600,00"
Parque Verde,55 a 59 anos,"900,00","1020,00","600,00"
Parque Verde,60 a 69 anos,"700,00","900,00","510,00"
Parque Verde,70 anos ou mais,"510,00","650,00","510,00"
Pratinha,Total,"510,00","520,00","510,00"
Pratinha,10 a 14 anos,"106,00","120,00","90,00"
Pratinha,15 a 19 anos,"400,00","480,00","255,00"
Pratinha,15 a 17 anos,"240,00","235,00","250,00"
Pratinha,18 ou 19 anos,"510,00","510,00","256,00"
Pratinha,20 a 24 anos,"510,00","510,00","510,00"
Pratinha,25 a 29 anos,"510,00","510,00","510,00"
Pratinha,30 a 34 anos,"510,00","520,00","510,00"
Pratinha,35 a 39 anos,"520,00","700,00","510,00"
Pratinha,40 a 44 anos,"570,00","700,00","510,00"
Pratinha,45 a 49 anos,"520,00","700,00","510,00"
Pratinha,50 a 54 anos,"600,00","700,00","510,00"
Pratinha,55 a 59 anos,"520,00","675,00","510,00"
Pratinha,60 a 69 anos,"510,00","585,00","510,00"
Pratinha,70 anos ou mais,"510,00","510,00","510,00"
São Clemente,Total,"510,00","510,00","510,00"
São Clemente,10 a 14 anos,"101,00","110,00","100,00"
São Clemente,15 a 19 anos,"510,00","510,00","300,00"
São Clemente,15 a 17 anos,"420,00","510,00","234,00"
São Clemente,18 ou 19 anos,"510,00","510,00","400,00"
São Clemente,20 a 24 anos,"510,00","510,00","510,00"
São Clemente,25 a 29 anos,"510,00","510,00","510,00"
São Clemente,30 a 34 anos,"510,00","600,00","510,00"
São Clemente,35 a 39 anos,"510,00","600,00","510,00"
São Clemente,40 a 44 anos,"520,00","600,00","510,00"
São Clemente,45 a 49 anos,"510,00","600,00","510,00"
São Clemente,50 a 54 anos,"510,00","600,00","510,00"
São Clemente,55 a 59 anos,"510,00","510,00","500,00"
São Clemente,60 a 69 anos,"510,00","510,00","510,00"
São Clemente,70 anos ou mais,"510,00","510,00","510,00"
Tapanã,Total,"510,00","600,00","510,00"
Tapanã,10 a 14 anos,"100,00","100,00","100,00"
Tapanã,15 a 19 anos,"400,00","510,00","256,00"
Tapanã,15 a 17 anos,"250,00","300,00","200,00"
Tapanã,18 ou 19 anos,"510,00","510,00","300,00"
Tapanã,20 a 24 anos,"510,00","510,00","510,00"
Tapanã,25 a 29 anos,"510,00","550,00","510,00"
Tapanã,30 a 34 anos,"510,00","600,00","510,00"
Tapanã,35 a 39 anos,"600,00","700,00","510,00"
Tapanã,40 a 44 anos,"600,00","720,00","510,00"
Tapanã,45 a 49 anos,"600,00","800,00","510,00"
Tapanã,50 a 54 anos,"600,00","800,00","510,00"
Tapanã,55 a 59 anos,"670,00","800,00","510,00"
Tapanã,60 a 69 anos,"510,00","600,00","510,00"
Tapanã,70 anos ou mais,"510,00","510,00","510,00"
Una,Total,"510,00","510,00","510,00"
Una,10 a 14 anos,"150,00","106,00","200,00"
Una,15 a 19 anos,"500,00","510,00","500,00"
Una,15 a 17 anos,"350,00","400,00","300,00"
Una,18 ou 19 anos,"510,00","510,00","510,00"
Una,20 a 24 anos,"510,00","510,00","510,00"
Una,25 a 29 anos,"510,00","510,00","510,00"
Una,30 a 34 anos,"510,00","530,00","510,00"
Una,35 a 39 anos,"510,00","600,00","510,00"
Una,40 a 44 anos,"520,00","600,00","510,00"
Una,45 a 49 anos,"510,00","600,00","510,00"
Una,50 a 54 anos,"550,00","750,00","510,00"
Una,55 a 59 anos,"600,00","765,00","510,00"
Una,60 a 69 anos,"510,00","600,00","510,00"
Una,70 anos ou mais,"510,00","510,00","510,00"
Águas Negras,Total,"510,00","600,00","510,00"
Águas Negras,10 a 14 anos,"90,00","110,00","90,00"
Águas Negras,15 a 19 anos,"250,00","400,00","190,00"
Águas Negras,15 a 17 anos,"147,00","170,00","120,00"
Águas Negras,18 ou 19 anos,"400,00","425,00","270,00"
Águas Negras,20 a 24 anos,"510,00","510,00","510,00"
Águas Negras,25 a 29 anos,"510,00","510,00","510,00"
Águas Negras,30 a 34 anos,"510,00","650,00","510,00"
Águas Negras,35 a 39 anos,"600,00","700,00","510,00"
Águas Negras,40 a 44 anos,"600,00","750,00","510,00"
Águas Negras,45 a 49 anos,"640,00","800,00","510,00"
Águas Negras,50 a 54 anos,"600,00","800,00","510,00"
Águas Negras,55 a 59 anos,"510,00","700,00","510,00"
Águas Negras,60 a 69 anos,"510,00","600,00","510,00"
Águas Negras,70 anos ou mais,"510,00","510,00","510,00"
Agulha,Total,"510,00","600,00","510,00"
Agulha,10 a 14 anos,"107,00","120,00","102,00"
Agulha,15 a 19 anos,"300,00","400,00","300,00"
Agulha,15 a 17 anos,"250,00","250,00","160,00"
Agulha,18 ou 19 anos,"490,00","510,00","320,00"
Agulha,20 a 24 anos,"510,00","510,00","510,00"
Agulha,25 a 29 anos,"510,00","600,00","510,00"
Agulha,30 a 34 anos,"510,00","650,00","510,00"
Agulha,35 a 39 anos,"600,00","700,00","510,00"
Agulha,40 a 44 anos,"600,00","710,00","510,00"
Agulha,45 a 49 anos,"650,00","900,00","510,00"
Agulha,50 a 54 anos,"600,00","800,00","510,00"
Agulha,55 a 59 anos,"600,00","800,00","510,00"
Agulha,60 a 69 anos,"510,00","630,00","510,00"
Agulha,70 anos ou mais,"510,00","510,00","510,00"
Campina de Icoaraci,Total,"510,00","652,50","510,00"
Campina de Icoaraci,10 a 14 anos,"100,00","100,00","100,00"
Campina de Icoaraci,15 a 19 anos,"300,00","510,00","235,00"
Campina de Icoaraci,15 a 17 anos,"212,00","240,00","200,00"
Campina de Icoaraci,18 ou 19 anos,"510,00","510,00","300,00"
Campina de Icoaraci,20 a 24 anos,"510,00","510,00","510,00"
Campina de Icoaraci,25 a 29 anos,"510,00","600,00","510,00"
Campina de Icoaraci,30 a 34 anos,"570,00","650,00","510,00"
Campina de Icoaraci,35 a 39 anos,"600,00","730,00","510,00"
Campina de Icoaraci,40 a 44 anos,"600,00","800,00","510,00"
Campina de Icoaraci,45 a 49 anos,"670,00","800,00","510,00"
Campina de Icoaraci,50 a 54 anos,"700,00","800,00","510,00"
Campina de Icoaraci,55 a 59 anos,"740,00","1000,00","510,00"
Campina de Icoaraci,60 a 69 anos,"515,00","850,00","510,00"
Campina de Icoaraci,70 anos ou mais,"510,00","510,00","510,00"
Cruzeiro,Total,"510,00","660,00","510,00"
Cruzeiro,10 a 14 anos,"120,00","200,00","100,00"
Cruzeiro,15 a 19 anos,"335,00","400,00","252,50"
Cruzeiro,15 a 17 anos,"252,50","255,00","238,00"
Cruzeiro,18 ou 19 anos,"400,00","510,00","255,00"
Cruzeiro,20 a 24 anos,"510,00","510,00","510,00"
Cruzeiro,25 a 29 anos,"510,00","570,00","510,00"
Cruzeiro,30 a 34 anos,"600,00","746,50","510,00"
Cruzeiro,35 a 39 anos,"600,00","700,00","510,00"
Cruzeiro,40 a 44 anos,"700,00","800,00","510,00"
Cruzeiro,45 a 49 anos,"600,00","800,00","510,00"
Cruzeiro,50 a 54 anos,"720,00","900,00","510,00"
Cruzeiro,55 a 59 anos,"765,00","800,00","600,00"
Cruzeiro,60 a 69 anos,"510,00","800,00","510,00"
Cruzeiro,70 anos ou mais,"510,00","510,00","510,00"
Maracacuera,Total,"510,00","515,00","510,00"
Maracacuera,10 a 14 anos,"100,00","112,00","90,00"
Maracacuera,15 a 19 anos,"310,00","400,00","185,00"
Maracacuera,15 a 17 anos,"200,00","250,00","100,50"
Maracacuera,18 ou 19 anos,"510,00","510,00","200,00"
Maracacuera,20 a 24 anos,"510,00","510,00","510,00"
Maracacuera,25 a 29 anos,"510,00","522,00","510,00"
Maracacuera,30 a 34 anos,"510,00","550,00","510,00"
Maracacuera,35 a 39 anos,"510,00","610,00","500,00"
Maracacuera,40 a 44 anos,"510,00","700,00","510,00"
Maracacuera,45 a 49 anos,"510,00","730,00","510,00"
Maracacuera,50 a 54 anos,"510,00","700,00","510,00"
Maracacuera,55 a 59 anos,"510,00","600,00","510,00"
Maracacuera,60 a 69 anos,"510,00","510,00","510,00"
Maracacuera,70 anos ou mais,"510,00","510,00","510,00"
Paracuri,Total,"510,00","510,00","510,00"
Paracuri,10 a 14 anos,"60,00","112,00","51,00"
Paracuri,15 a 19 anos,"300,00","465,00","200,00"
Paracuri,15 a 17 anos,"160,00","260,00","110,00"
Paracuri,18 ou 19 anos,"510,00","510,00","470,00"
Paracuri,20 a 24 anos,"510,00","510,00","510,00"
Paracuri,25 a 29 anos,"510,00","510,00","400,00"
Paracuri,30 a 34 anos,"510,00","510,00","510,00"
Paracuri,35 a 39 anos,"510,00","600,00","510,00"
Paracuri,40 a 44 anos,"510,00","670,00","510,00"
Paracuri,45 a 49 anos,"510,00","652,50","510,00"
Paracuri,50 a 54 anos,"510,00","600,00","510,00"
Paracuri,55 a 59 anos,"510,00","510,00","510,00"
Paracuri,60 a 69 anos,"510,00","510,00","510,00"
Paracuri,70 anos ou mais,"510,00","510,00","510,00"
Parque Guajará,Total,"510,00","510,00","510,00"
Parque Guajará,10 a 14 anos,"66,00","80,00","65,00"
Parque Guajará,15 a 19 anos,"300,00","400,00","200,00"
Parque Guajará,15 a 17 anos,"200,00","240,00","200,00"
Parque Guajará,18 ou 19 anos,"450,00","510,00","250,00"
Parque Guajará,20 a 24 anos,"510,00","510,00","510,00"
Parque Guajará,25 a 29 anos,"510,00","510,00","510,00"
Parque Guajará,30 a 34 anos,"510,00","560,00","510,00"
Parque Guajará,35 a 39 anos,"510,00","650,00","510,00"
Parque Guajará,40 a 44 anos,"510,00","630,00","510,00"
Parque Guajará,45 a 49 anos,"510,00","700,00","510,00"
Parque Guajará,50 a 54 anos,"570,00","700,00","510,00"
Parque Guajará,55 a 59 anos,"510,00","737,50","510,00"
Parque Guajará,60 a 69 anos,"510,00","510,00","510,00"
Parque Guajará,70 anos ou mais,"510,00","510,00","510,00"
Ponta Grossa,Total,"600,00","800,00","510,00"
Ponta Grossa,10 a 14 anos,"105,00","106,00","105,00"
Ponta Grossa,15 a 19 anos,"342,50","400,00","300,00"
Ponta Grossa,15 a 17 anos,"247,50","268,00","200,00"
Ponta Grossa,18 ou 19 anos,"510,00","510,00","400,00"
Ponta Grossa,20 a 24 anos,"510,00","510,00","510,00"
Ponta Grossa,25 a 29 anos,"600,00","700,00","510,00"
Ponta Grossa,30 a 34 anos,"600,00","800,00","510,00"
Ponta Grossa,35 a 39 anos,"750,00","900,00","598,00"
Ponta Grossa,40 a 44 anos,"780,00","800,00","600,00"
Ponta Grossa,45 a 49 anos,"800,00","1000,00","561,00"
Ponta Grossa,50 a 54 anos,"800,00","1000,00","600,00"
Ponta Grossa,55 a 59 anos,"800,00","1000,00","510,00"
Ponta Grossa,60 a 69 anos,"700,00","1000,00","510,00"
Ponta Grossa,70 anos ou mais,"510,00","741,00","510,00"
Tenoné,Total,"510,00","600,00","510,00"
Tenoné,10 a 14 anos,"61,00","62,00","60,50"
Tenoné,15 a 19 anos,"300,00","300,00","250,00"
Tenoné,15 a 17 anos,"200,00","250,00","120,00"
Tenoné,18 ou 19 anos,"500,00","510,00","480,00"
Tenoné,20 a 24 anos,"510,00","510,00","510,00"
Tenoné,25 a 29 anos,"510,00","600,00","510,00"
Tenoné,30 a 34 anos,"510,00","600,00","510,00"
Tenoné,35 a 39 anos,"600,00","750,00","510,00"
Tenoné,40 a 44 anos,"620,00","800,00","510,00"
Tenoné,45 a 49 anos,"700,00","800,00","510,00"
Tenoné,50 a 54 anos,"700,00","800,00","510,00"
Tenoné,55 a 59 anos,"705,00","870,00","510,00"
Tenoné,60 a 69 anos,"510,00","700,00","510,00"
Tenoné,70 anos ou mais,"510,00","510,00","510,00"
São João do Outeiro,Total,"510,00","560,00","510,00"
São João do Outeiro,10 a 14 anos,"92,00","112,00","90,00"
São João do Outeiro,15 a 19 anos,"300,00","400,00","200,00"
São João do Outeiro,15 a 17 anos,"175,00","200,00","112,00"
São João do Outeiro,18 ou 19 anos,"440,00","510,00","300,00"
São João do Outeiro,20 a 24 anos,"510,00","510,00","505,00"
São João do Outeiro,25 a 29 anos,"510,00","510,00","500,00"
São João do Outeiro,30 a 34 anos,"510,00","510,00","510,00"
São João do Outeiro,35 a 39 anos,"510,00","650,00","510,00"
São João do Outeiro,40 a 44 anos,"600,00","730,00","510,00"
São João do Outeiro,45 a 49 anos,"555,00","700,00","510,00"
São João do Outeiro,50 a 54 anos,"600,00","800,00","510,00"
São João do Outeiro,55 a 59 anos,"510,00","700,00","510,00"
São João do Outeiro,60 a 69 anos,"510,00","740,00","510,00"
São João do Outeiro,70 anos ou mais,"510,00","510,00","510,00"
Itaiteua,Total,"510,00","510,00","510,00"
Itaiteua,10 a 14 anos,"50,00","55,00","48,50"
Itaiteua,15 a 19 anos,"200,00","350,00","66,00"
Itaiteua,15 a 17 anos,"50,00","40,00","66,00"
Itaiteua,18 ou 19 anos,"400,00","510,00","80,00"
Itaiteua,20 a 24 anos,"510,00","510,00","325,00"
Itaiteua,25 a 29 anos,"510,00","510,00","355,00"
Itaiteua,30 a 34 anos,"510,00","550,00","510,00"
Itaiteua,35 a 39 anos,"510,00","600,00","510,00"
Itaiteua,40 a 44 anos,"630,00","767,50","510,00"
Itaiteua,45 a 49 anos,"556,00","740,00","510,00"
Itaiteua,50 a 54 anos,"700,00","800,00","510,00"
Itaiteua,55 a 59 anos,"510,00","937,50","510,00"
Itaiteua,60 a 69 anos,"510,00","770,00","510,00"
Itaiteua,70 anos ou mais,"510,00","510,00","510,00"
Brasília,Total,"510,00","510,00","510,00"
Brasília,10 a 14 anos,"200,00","300,00","98,00"
Brasília,15 a 19 anos,"400,00","510,00","245,00"
Brasília,15 a 17 anos,"255,00","400,00","125,00"
Brasília,18 ou 19 anos,"500,00","510,00","350,00"
Brasília,20 a 24 anos,"510,00","510,00","510,00"
Brasília,25 a 29 anos,"510,00","510,00","510,00"
Brasília,30 a 34 anos,"510,00","510,00","510,00"
Brasília,35 a 39 anos,"510,00","510,00","510,00"
Brasília,40 a 44 anos,"510,00","510,00","510,00"
Brasília,45 a 49 anos,"510,00","600,00","510,00"
Brasília,50 a 54 anos,"510,00","510,00","510,00"
Brasília,55 a 59 anos,"510,00","600,00","510,00"
Brasília,60 a 69 anos,"510,00","510,00","510,00"
Brasília,70 anos ou mais,"510,00","510,00","510,00"
Água Boa,Total,"510,00","512,50","510,00"
Água Boa,10 a 14 anos,"90,00","90,00","90,00"
Água Boa,15 a 19 anos,"240,00","350,00","150,00"
Água Boa,15 a 17 anos,"200,00","240,00","150,00"
Água Boa,18 ou 19 anos,"300,00","480,00","170,00"
Água Boa,20 a 24 anos,"510,00","510,00","300,00"
Água Boa,25 a 29 anos,"510,00","510,00","400,00"
Água Boa,30 a 34 anos,"510,00","510,00","510,00"
Água Boa,35 a 39 anos,"510,00","600,00","510,00"
Água Boa,40 a 44 anos,"510,00","650,00","510,00"
Água Boa,45 a 49 anos,"581,00","750,00","510,00"
Água Boa,50 a 54 anos,"570,00","800,00","510,00"
Água Boa,55 a 59 anos,"510,00","700,00","510,00"
Água Boa,60 a 69 anos,"510,00","510,00","510,00"
Água Boa,70 anos ou mais,"510,00","510,00","510,00"
Aeroporto,Total,"510,00","510,00","510,00"
Aeroporto,10 a 14 anos,"105,00","120,00","20,00"
Aeroporto,15 a 19 anos,"250,00","235,00","265,00"
Aeroporto,15 a 17 anos,"200,00","185,00","200,00"
Aeroporto,18 ou 19 anos,"400,00","398,50","400,00"
Aeroporto,20 a 24 anos,"510,00","510,00","300,00"
Aeroporto,25 a 29 anos,"510,00","510,00","500,00"
Aeroporto,30 a 34 anos,"510,00","505,00","510,00"
Aeroporto,35 a 39 anos,"510,00","510,00","510,00"
Aeroporto,40 a 44 anos,"600,00","600,00","600,00"
Aeroporto,45 a 49 anos,"600,00","800,00","510,00"
Aeroporto,50 a 54 anos,"510,00","510,00","455,00"
Aeroporto,55 a 59 anos,"750,00","1300,00","600,00"
Aeroporto,60 a 69 anos,"510,00","510,00","510,00"
Aeroporto,70 anos ou mais,"510,00","510,00","510,00"
Arirambá,Total,"510,00","510,00","510,00"
Arirambá,10 a 14 anos,"100,00","106,00","100,00"
Arirambá,15 a 19 anos,"200,00","300,00","160,00"
Arirambá,15 a 17 anos,"200,00","250,00","110,00"
Arirambá,18 ou 19 anos,"300,00","510,00","250,00"
Arirambá,20 a 24 anos,"510,00","510,00","300,00"
Arirambá,25 a 29 anos,"510,00","510,00","510,00"
Arirambá,30 a 34 anos,"510,00","510,00","510,00"
Arirambá,35 a 39 anos,"510,00","510,00","510,00"
Arirambá,40 a 44 anos,"510,00","510,00","510,00"
Arirambá,45 a 49 anos,"555,00","555,00","555,00"
Arirambá,50 a 54 anos,"510,00","510,00","510,00"
Arirambá,55 a 59 anos,"510,00","510,00","510,00"
Arirambá,60 a 69 anos,"510,00","510,00","510,00"
Arirambá,70 anos ou mais,"510,00","510,00","510,00"
Carananduba,Total,"510,00","510,00","500,00"
Carananduba,10 a 14 anos,"90,00","95,00","90,00"
Carananduba,15 a 19 anos,"230,00","300,00","127,00"
Carananduba,15 a 17 anos,"200,00","250,00","167,00"
Carananduba,18 ou 19 anos,"295,00","400,00","100,00"
Carananduba,20 a 24 anos,"480,00","500,00","300,00"
Carananduba,25 a 29 anos,"500,00","510,00","400,00"
Carananduba,30 a 34 anos,"500,00","510,00","350,00"
Carananduba,35 a 39 anos,"510,00","600,00","500,00"
Carananduba,40 a 44 anos,"510,00","510,00","510,00"
Carananduba,45 a 49 anos,"510,00","600,00","510,00"
Carananduba,50 a 54 anos,"510,00","600,00","510,00"
Carananduba,55 a 59 anos,"510,00","510,00","510,00"
Carananduba,60 a 69 anos,"510,00","510,00","510,00"
Carananduba,70 anos ou mais,"510,00","510,00","510,00"
Caruara,Total,"510,00","510,00","400,00"
Caruara,10 a 14 anos,"116,00","123,00","105,00"
Caruara,15 a 19 anos,"250,00","300,00","135,00"
Caruara,15 a 17 anos,"200,00","250,00","120,00"
Caruara,18 ou 19 anos,"500,00","505,00","250,00"
Caruara,20 a 24 anos,"510,00","510,00","325,00"
Caruara,25 a 29 anos,"500,00","510,00","350,00"
Caruara,30 a 34 anos,"510,00","510,00","367,00"
Caruara,35 a 39 anos,"510,00","510,00","400,00"
Caruara,40 a 44 anos,"510,00","510,00","331,00"
Caruara,45 a 49 anos,"510,00","510,00","510,00"
Caruara,50 a 54 anos,"510,00","510,00","510,00"
Caruara,55 a 59 anos,"510,00","510,00","250,00"
Caruara,60 a 69 anos,"510,00","510,00","510,00"
Caruara,70 anos ou mais,"510,00","710,00","510,00"
Farol,Total,"510,00","510,00","510,00"
Farol,10 a 14 anos,"510,00","510,00","300,00"
Farol,15 a 19 anos,"510,00","510,00","510,00"
Farol,15 a 17 anos,"510,00","510,00","510,00"
Farol,18 ou 19 anos,"510,00","510,00","330,00"
Farol,20 a 24 anos,"510,00","510,00","400,00"
Farol,25 a 29 anos,"510,00","510,00","510,00"
Farol,30 a 34 anos,"510,00","510,00","510,00"
Farol,35 a 39 anos,"510,00","800,00","510,00"
Farol,40 a 44 anos,"600,00","600,00","510,00"
Farol,45 a 49 anos,"600,00","900,00","510,00"
Farol,50 a 54 anos,"510,00","505,00","570,00"
Farol,55 a 59 anos,"510,00","510,00","510,00"
Farol,60 a 69 anos,"555,00","1000,00","510,00"
Farol,70 anos ou mais,"510,00","510,00","510,00"
Mangueiras,Total,"510,00","510,00","510,00"
Mangueiras,10 a 14 anos,"112,00","106,00","112,00"
Mangueiras,15 a 19 anos,"300,00","400,00","180,00"
Mangueiras,15 a 17 anos,"300,00","300,00","150,00"
Mangueiras,18 ou 19 anos,"425,00","510,00","200,00"
Mangueiras,20 a 24 anos,"327,00","500,00","235,00"
Mangueiras,25 a 29 anos,"500,00","510,00","300,00"
Mangueiras,30 a 34 anos,"510,00","510,00","510,00"
Mangueiras,35 a 39 anos,"510,00","700,00","510,00"
Mangueiras,40 a 44 anos,"510,00","700,00","510,00"
Mangueiras,45 a 49 anos,"520,00","800,00","510,00"
Mangueiras,50 a 54 anos,"510,00","600,00","510,00"
Mangueiras,55 a 59 anos,"666,00","750,00","580,00"
Mangueiras,60 a 69 anos,"510,00","510,00","510,00"
Mangueiras,70 anos ou mais,"510,00","510,00","510,00"
Maracajá,Total,"510,00","510,50","510,00"
Maracajá,10 a 14 anos,"225,00","350,00","150,00"
Maracajá,15 a 19 anos,"300,00","275,00","300,00"
Maracajá,15 a 17 anos,"300,00","200,00","350,00"
Maracajá,18 ou 19 anos,"300,00","400,00","300,00"
Maracajá,20 a 24 anos,"510,00","510,00","300,00"
Maracajá,25 a 29 anos,"510,00","510,00","447,50"
Maracajá,30 a 34 anos,"510,00","600,00","510,00"
Maracajá,35 a 39 anos,"510,00","650,00","510,00"
Maracajá,40 a 44 anos,"510,00","700,00","510,00"
Maracajá,45 a 49 anos,"600,00","800,00","510,00"
Maracajá,50 a 54 anos,"510,00","600,00","510,00"
Maracajá,55 a 59 anos,"555,00","610,00","510,00"
Maracajá,60 a 69 anos,"510,00","510,00","510,00"
Maracajá,70 anos ou mais,"510,00","510,00","510,00"
Natal do Murubira,Total,"510,00","510,00","510,00"
Natal do Murubira,10 a 14 anos,"90,00","72,50","100,00"
Natal do Murubira,15 a 19 anos,"300,00","245,00","510,00"
Natal do Murubira,15 a 17 anos,"300,00","50,00","405,00"
Natal do Murubira,18 ou 19 anos,"275,00","250,00","650,00"
Natal do Murubira,20 a 24 anos,"510,00","510,00","270,00"
Natal do Murubira,25 a 29 anos,"400,00","400,00","340,00"
Natal do Murubira,30 a 34 anos,"510,00","510,00","510,00"
Natal do Murubira,35 a 39 anos,"510,00","600,00","510,00"
Natal do Murubira,40 a 44 anos,"555,00","750,00","505,00"
Natal do Murubira,45 a 49 anos,"510,00","510,00","405,00"
Natal do Murubira,50 a 54 anos,"600,00","505,00","700,00"
Natal do Murubira,55 a 59 anos,"510,00","510,00","510,00"
Natal do Murubira,60 a 69 anos,"510,00","555,00","510,00"
Natal do Murubira,70 anos ou mais,"510,00","555,00","510,00"
Porto Arthur,Total,"510,00","510,00","510,00"
Porto Arthur,10 a 14 anos,"60,00","60,00",-
Porto Arthur,15 a 19 anos,"510,00","510,00",-
Porto Arthur,15 a 17 anos,"350,00","350,00",-
Porto Arthur,18 ou 19 anos,"510,00","510,00",-
Porto Arthur,20 a 24 anos,"495,00","510,00","200,00"
Porto Arthur,25 a 29 anos,"510,00","510,00","510,00"
Porto Arthur,30 a 34 anos,"510,00","510,00","510,00"
Porto Arthur,35 a 39 anos,"510,00","510,00","510,00"
Porto Arthur,40 a 44 anos,"510,00","510,00","510,00"
Porto Arthur,45 a 49 anos,"555,00","600,00","510,00"
Porto Arthur,50 a 54 anos,"510,00","510,00","350,00"
Porto Arthur,55 a 59 anos,"1015,00","1020,00","1010,00"
Porto Arthur,60 a 69 anos,"510,00","1020,00","510,00"
Porto Arthur,70 anos ou mais,"510,00","1000,00","510,00"
São Francisco,Total,"510,00","510,00","510,00"
São Francisco,10 a 14 anos,"101,00","101,00","112,00"
São Francisco,15 a 19 anos,"255,00","300,00","225,00"
São Francisco,15 a 17 anos,"200,00","100,00","227,50"
São Francisco,18 ou 19 anos,"300,00","350,00","225,00"
São Francisco,20 a 24 anos,"510,00","510,00","505,00"
São Francisco,25 a 29 anos,"510,00","510,00","330,00"
São Francisco,30 a 34 anos,"510,00","510,00","505,00"
São Francisco,35 a 39 anos,"510,00","510,00","510,00"
São Francisco,40 a 44 anos,"520,00","515,00","600,00"
São Francisco,45 a 49 anos,"575,00","720,00","510,00"
São Francisco,50 a 54 anos,"510,00","510,00","510,00"
São Francisco,55 a 59 anos,"600,00","760,00","510,00"
São Francisco,60 a 69 anos,"510,00","600,00","510,00"
São Francisco,70 anos ou mais,"510,00","510,00","510,00"
Sucurijuquara,Total,"510,00","510,00","510,00"
Sucurijuquara,10 a 14 anos,"101,00","101,00",-
Sucurijuquara,15 a 19 anos,"300,00","300,00","300,00"
Sucurijuquara,15 a 17 anos,"340,00","340,00",-
Sucurijuquara,18 ou 19 anos,"300,00","300,00","300,00"
Sucurijuquara,20 a 24 anos,"510,00","510,00","300,00"
Sucurijuquara,25 a 29 anos,"510,00","510,00","250,00"
Sucurijuquara,30 a 34 anos,"510,00","510,00","510,00"
Sucurijuquara,35 a 39 anos,"510,00","510,00","350,00"
Sucurijuquara,40 a 44 anos,"510,00","675,00","510,00"
Sucurijuquara,45 a 49 anos,"510,00","510,00","510,00"
Sucurijuquara,50 a 54 anos,"510,00","600,00","510,00"
Sucurijuquara,55 a 59 anos,"510,00","510,00","510,00"
Sucurijuquara,60 a 69 anos,"510,00","600,00","510,00"
Sucurijuquara,70 anos ou mais,"510,00","510,00","510,00"
