Bairro,Grupo de idade,Total,Total.1,Total.2
Cabanagem,15 a 17 anos,"1,65","1,00","0,65"
Cabanagem,18 ou 19 anos,"2,76","1,65","1,12"
Cabanagem,20 a 24 anos,"12,48","8,05","4,43"
Cabanagem,25 a 29 anos,"14,48","8,78","5,70"
Cabanagem,30 a 34 anos,"13,21","7,48","5,72"
Cabanagem,35 a 39 anos,"12,08","6,34","5,74"
Cabanagem,40 a 44 anos,"11,49","6,19","5,30"
Cabanagem,45 a 49 anos,"9,51","5,50","4,01"
Cabanagem,50 a 54 anos,"7,34","4,06","3,28"
Cabanagem,55 a 59 anos,"4,85","2,84","2,02"
Cabanagem,60 a 69 anos,"5,63","2,83","2,80"
Cabanagem,70 anos ou mais,"3,78","1,58","2,20"
Coqueiro,Total,"100,00","52,35","47,65"
Coqueiro,10 a 14 anos,"0,77","0,37","0,39"
Coqueiro,15 a 19 anos,"2,61","1,45","1,16"
Coqueiro,15 a 17 anos,"0,96","0,52","0,44"
Coqueiro,18 ou 19 anos,"1,65","0,94","0,72"
Coqueiro,20 a 24 anos,"9,48","5,21","4,27"
Coqueiro,25 a 29 anos,"13,30","7,22","6,08"
Coqueiro,30 a 34 anos,"13,81","7,46","6,35"
Coqueiro,35 a 39 anos,"12,75","6,83","5,92"
Coqueiro,40 a 44 anos,"11,03","5,76","5,26"
Coqueiro,45 a 49 anos,"9,49","5,10","4,39"
Coqueiro,50 a 54 anos,"7,70","3,88","3,82"
Coqueiro,55 a 59 anos,"5,94","3,11","2,82"
Coqueiro,60 a 69 anos,"7,87","3,87","4,00"
Coqueiro,70 anos ou mais,"5,26","2,08","3,18"
Parque Verde,Total,"100,00","53,67","46,33"
Parque Verde,10 a 14 anos,"1,00","0,46","0,54"
Parque Verde,15 a 19 anos,"3,10","1,71","1,39"
Parque Verde,15 a 17 anos,"1,24","0,61","0,63"
Parque Verde,18 ou 19 anos,"1,86","1,10","0,76"
Parque Verde,20 a 24 anos,"10,13","5,90","4,23"
Parque Verde,25 a 29 anos,"13,90","7,68","6,23"
Parque Verde,30 a 34 anos,"14,04","7,66","6,38"
Parque Verde,35 a 39 anos,"13,53","7,26","6,27"
Parque Verde,40 a 44 anos,"11,76","6,52","5,24"
Parque Verde,45 a 49 anos,"9,69","5,21","4,49"
Parque Verde,50 a 54 anos,"7,50","4,00","3,50"
Parque Verde,55 a 59 anos,"5,08","2,73","2,35"
Parque Verde,60 a 69 anos,"6,37","3,06","3,31"
Parque Verde,70 anos ou mais,"3,89","1,48","2,40"
Pratinha,Total,"100,00","57,31","42,69"
Pratinha,10 a 14 anos,"1,63","0,88","0,75"
Pratinha,15 a 19 anos,"4,14","2,58","1,56"
Pratinha,15 a 17 anos,"1,72","1,03","0,69"
Pratinha,18 ou 19 anos,"2,42","1,55","0,87"
Pratinha,20 a 24 anos,"11,20","6,86","4,33"
Pratinha,25 a 29 anos,"13,61","7,81","5,80"
Pratinha,30 a 34 anos,"14,38","8,31","6,07"
Pratinha,35 a 39 anos,"13,96","7,83","6,13"
Pratinha,40 a 44 anos,"11,78","6,78","5,00"
Pratinha,45 a 49 anos,"8,95","5,06","3,89"
Pratinha,50 a 54 anos,"5,98","3,59","2,38"
Pratinha,55 a 59 anos,"4,51","2,62","1,89"
Pratinha,60 a 69 anos,"5,79","3,01","2,78"
Pratinha,70 anos ou mais,"4,08","1,97","2,11"
São Clemente,Total,"100,00","61,95","38,05"
São Clemente,10 a 14 anos,"0,96","0,41","0,54"
São Clemente,15 a 19 anos,"3,38","2,39","0,99"
São Clemente,15 a 17 anos,"1,21","0,92","0,29"
São Clemente,18 ou 19 anos,"2,17","1,47","0,70"
São Clemente,20 a 24 anos,"12,91","8,76","4,14"
São Clemente,25 a 29 anos,"15,23","9,59","5,64"
São Clemente,30 a 34 anos,"15,55","9,27","6,28"
São Clemente,35 a 39 anos,"16,19","9,37","6,82"
São Clemente,40 a 44 anos,"15,01","9,75","5,26"
São Clemente,45 a 49 anos,"7,07","4,62","2,45"
São Clemente,50 a 54 anos,"4,40","2,80","1,59"
São Clemente,55 a 59 anos,"3,12","1,85","1,27"
São Clemente,60 a 69 anos,"3,47","1,72","1,75"
São Clemente,70 anos ou mais,"2,71","1,40","1,31"
Tapanã,Total,"100,00","56,11","43,89"
Tapanã,10 a 14 anos,"1,38","0,70","0,68"
Tapanã,15 a 19 anos,"3,98","2,37","1,61"
Tapanã,15 a 17 anos,"1,63","0,93","0,71"
Tapanã,18 ou 19 anos,"2,34","1,44","0,90"
Tapanã,20 a 24 anos,"10,65","6,56","4,08"
Tapanã,25 a 29 anos,"13,68","8,09","5,59"
Tapanã,30 a 34 anos,"14,46","7,99","6,48"
Tapanã,35 a 39 anos,"13,15","7,39","5,76"
Tapanã,40 a 44 anos,"11,15","6,26","4,89"
Tapanã,45 a 49 anos,"8,92","5,15","3,77"
Tapanã,50 a 54 anos,"7,19","3,98","3,21"
Tapanã,55 a 59 anos,"4,98","2,78","2,20"
Tapanã,60 a 69 anos,"6,27","3,15","3,12"
Tapanã,70 anos ou mais,"4,18","1,67","2,51"
Una,Total,"100,00","57,60","42,40"
Una,10 a 14 anos,"0,85","0,48","0,37"
Una,15 a 19 anos,"2,90","1,53","1,36"
Una,15 a 17 anos,"1,02","0,65","0,37"
Una,18 ou 19 anos,"1,87","0,89","0,99"
Una,20 a 24 anos,"10,69","7,08","3,61"
Una,25 a 29 anos,"16,01","9,50","6,51"
Una,30 a 34 anos,"16,11","9,30","6,81"
Una,35 a 39 anos,"13,56","7,87","5,69"
Una,40 a 44 anos,"11,48","6,88","4,60"
Una,45 a 49 anos,"7,25","4,12","3,13"
Una,50 a 54 anos,"6,98","3,78","3,20"
Una,55 a 59 anos,"4,19","2,38","1,81"
Una,60 a 69 anos,"5,62","2,79","2,83"
Una,70 anos ou mais,"4,36","1,87","2,49"
Águas Negras,Total,"100,00","55,70","44,30"
Águas Negras,10 a 14 anos,"1,45","0,51","0,93"
Águas Negras,15 a 19 anos,"3,71","2,14","1,57"
Águas Negras,15 a 17 anos,"1,51","0,69","0,81"
Águas Negras,18 ou 19 anos,"2,20","1,45","0,75"
Águas Negras,20 a 24 anos,"10,58","6,75","3,83"
Águas Negras,25 a 29 anos,"15,01","8,77","6,24"
Águas Negras,30 a 34 anos,"14,86","8,89","5,97"
Águas Negras,35 a 39 anos,"11,60","6,06","5,55"
Águas Negras,40 a 44 anos,"10,94","5,79","5,15"
Águas Negras,45 a 49 anos,"8,38","5,15","3,22"
Águas Negras,50 a 54 anos,"6,87","4,04","2,83"
Águas Negras,55 a 59 anos,"4,85","2,35","2,50"
Águas Negras,60 a 69 anos,"7,05","3,32","3,74"
Águas Negras,70 anos ou mais,"4,70","1,93","2,77"
Agulha,Total,"100,00","56,16","43,84"
Agulha,10 a 14 anos,"1,25","0,61","0,63"
Agulha,15 a 19 anos,"3,88","2,23","1,66"
Agulha,15 a 17 anos,"1,49","0,86","0,63"
Agulha,18 ou 19 anos,"2,39","1,37","1,02"
Agulha,20 a 24 anos,"10,52","6,55","3,97"
Agulha,25 a 29 anos,"13,23","7,98","5,25"
Agulha,30 a 34 anos,"13,34","7,65","5,69"
Agulha,35 a 39 anos,"11,92","6,67","5,25"
Agulha,40 a 44 anos,"10,71","6,15","4,56"
Agulha,45 a 49 anos,"8,84","4,87","3,97"
Agulha,50 a 54 anos,"7,81","4,25","3,56"
Agulha,55 a 59 anos,"6,04","3,30","2,74"
Agulha,60 a 69 anos,"7,16","3,62","3,54"
Agulha,70 anos ou mais,"5,30","2,28","3,02"
Campina de Icoaraci,Total,"100,00","54,60","45,40"
Campina de Icoaraci,10 a 14 anos,"1,38","0,78","0,60"
Campina de Icoaraci,15 a 19 anos,"3,21","1,91","1,30"
Campina de Icoaraci,15 a 17 anos,"1,24","0,70","0,53"
Campina de Icoaraci,18 ou 19 anos,"1,97","1,21","0,77"
Campina de Icoaraci,20 a 24 anos,"9,41","5,67","3,75"
Campina de Icoaraci,25 a 29 anos,"13,13","7,58","5,55"
Campina de Icoaraci,30 a 34 anos,"12,85","7,20","5,66"
Campina de Icoaraci,35 a 39 anos,"11,82","6,63","5,19"
Campina de Icoaraci,40 a 44 anos,"10,06","5,41","4,65"
Campina de Icoaraci,45 a 49 anos,"8,29","4,54","3,76"
Campina de Icoaraci,50 a 54 anos,"7,68","4,44","3,24"
Campina de Icoaraci,55 a 59 anos,"6,39","3,45","2,95"
Campina de Icoaraci,60 a 69 anos,"8,90","4,37","4,53"
Campina de Icoaraci,70 anos ou mais,"6,86","2,64","4,23"
Cruzeiro,Total,"100,00","54,08","45,92"
Cruzeiro,10 a 14 anos,"1,14","0,59","0,55"
Cruzeiro,15 a 19 anos,"2,71","1,54","1,17"
Cruzeiro,15 a 17 anos,"0,97","0,55","0,42"
Cruzeiro,18 ou 19 anos,"1,74","0,99","0,75"
Cruzeiro,20 a 24 anos,"9,23","6,12","3,12"
Cruzeiro,25 a 29 anos,"12,87","7,36","5,51"
Cruzeiro,30 a 34 anos,"11,76","6,77","4,99"
Cruzeiro,35 a 39 anos,"11,70","6,22","5,48"
Cruzeiro,40 a 44 anos,"10,32","5,65","4,68"
Cruzeiro,45 a 49 anos,"9,28","5,11","4,17"
Cruzeiro,50 a 54 anos,"7,61","4,14","3,47"
Cruzeiro,55 a 59 anos,"6,03","3,00","3,03"
Cruzeiro,60 a 69 anos,"9,00","4,36","4,64"
Cruzeiro,70 anos ou mais,"8,33","3,23","5,09"
Maracacuera,Total,"100,00","59,18","40,82"
Maracacuera,10 a 14 anos,"1,37","0,74","0,64"
Maracacuera,15 a 19 anos,"4,91","3,42","1,49"
Maracacuera,15 a 17 anos,"2,06","1,41","0,65"
Maracacuera,18 ou 19 anos,"2,85","2,01","0,83"
Maracacuera,20 a 24 anos,"12,09","7,90","4,19"
Maracacuera,25 a 29 anos,"14,50","8,64","5,86"
Maracacuera,30 a 34 anos,"15,05","8,56","6,50"
Maracacuera,35 a 39 anos,"13,35","7,94","5,42"
Maracacuera,40 a 44 anos,"11,76","6,64","5,12"
Maracacuera,45 a 49 anos,"8,49","4,79","3,70"
Maracacuera,50 a 54 anos,"6,28","3,80","2,49"
Maracacuera,55 a 59 anos,"3,98","2,44","1,54"
Maracacuera,60 a 69 anos,"4,91","2,80","2,11"
Maracacuera,70 anos ou mais,"3,30","1,52","1,78"
Paracuri,Total,"100,00","56,85","43,15"
Paracuri,10 a 14 anos,"1,68","0,80","0,88"
Paracuri,15 a 19 anos,"4,52","2,64","1,89"
Paracuri,15 a 17 anos,"1,83","0,96","0,88"
Paracuri,18 ou 19 anos,"2,69","1,68","1,01"
Paracuri,20 a 24 anos,"11,21","7,49","3,72"
Paracuri,25 a 29 anos,"13,41","7,70","5,71"
Paracuri,30 a 34 anos,"15,37","8,42","6,95"
Paracuri,35 a 39 anos,"13,10","7,13","5,97"
Paracuri,40 a 44 anos,"11,86","6,59","5,27"
Paracuri,45 a 49 anos,"8,45","4,91","3,54"
Paracuri,50 a 54 anos,"6,41","3,93","2,48"
Paracuri,55 a 59 anos,"4,44","2,48","1,96"
Paracuri,60 a 69 anos,"5,87","3,00","2,87"
Paracuri,70 anos ou mais,"3,67","1,76","1,91"
Parque Guajará,Total,"100,00","55,52","44,48"
Parque Guajará,10 a 14 anos,"1,54","0,86","0,69"
Parque Guajará,15 a 19 anos,"4,38","2,68","1,71"
Parque Guajará,15 a 17 anos,"1,87","1,15","0,72"
Parque Guajará,18 ou 19 anos,"2,51","1,52","0,99"
Parque Guajará,20 a 24 anos,"10,63","6,47","4,17"
Parque Guajará,25 a 29 anos,"13,25","7,63","5,62"
Parque Guajará,30 a 34 anos,"15,78","8,80","6,98"
Parque Guajará,35 a 39 anos,"14,81","7,88","6,93"
Parque Guajará,40 a 44 anos,"12,05","6,72","5,33"
Parque Guajará,45 a 49 anos,"8,58","4,75","3,83"
Parque Guajará,50 a 54 anos,"6,45","3,58","2,87"
Parque Guajará,55 a 59 anos,"4,25","2,19","2,05"
Parque Guajará,60 a 69 anos,"4,94","2,53","2,40"
Parque Guajará,70 anos ou mais,"3,33","1,42","1,91"
Ponta Grossa,Total,"100,00","53,73","46,27"
Ponta Grossa,10 a 14 anos,"0,84","0,42","0,42"
Ponta Grossa,15 a 19 anos,"2,81","1,72","1,09"
Ponta Grossa,15 a 17 anos,"1,08","0,69","0,39"
Ponta Grossa,18 ou 19 anos,"1,73","1,03","0,70"
Ponta Grossa,20 a 24 anos,"9,34","5,44","3,90"
Ponta Grossa,25 a 29 anos,"12,29","6,84","5,45"
Ponta Grossa,30 a 34 anos,"12,32","6,74","5,59"
Ponta Grossa,35 a 39 anos,"11,53","6,50","5,03"
Ponta Grossa,40 a 44 anos,"10,86","6,08","4,78"
Ponta Grossa,45 a 49 anos,"9,64","5,51","4,12"
Ponta Grossa,50 a 54 anos,"8,26","4,11","4,15"
Ponta Grossa,55 a 59 anos,"6,38","3,53","2,85"
Ponta Grossa,60 a 69 anos,"8,32","4,17","4,15"
Ponta Grossa,70 anos ou mais,"7,41","2,69","4,72"
Tenoné,Total,"100,00","55,56","44,44"
Tenoné,10 a 14 anos,"1,43","0,72","0,71"
Tenoné,15 a 19 anos,"3,92","2,36","1,55"
Tenoné,15 a 17 anos,"1,83","1,04","0,80"
Tenoné,18 ou 19 anos,"2,08","1,33","0,76"
Tenoné,20 a 24 anos,"11,06","6,80","4,27"
Tenoné,25 a 29 anos,"13,43","7,52","5,90"
Tenoné,30 a 34 anos,"15,77","8,49","7,28"
Tenoné,35 a 39 anos,"14,50","8,22","6,28"
Tenoné,40 a 44 anos,"12,56","6,68","5,88"
Tenoné,45 a 49 anos,"8,99","4,89","4,11"
Tenoné,50 a 54 anos,"6,44","3,67","2,77"
Tenoné,55 a 59 anos,"4,18","2,46","1,72"
Tenoné,60 a 69 anos,"4,65","2,39","2,26"
Tenoné,70 anos ou mais,"3,06","1,35","1,71"
São João do Outeiro,Total,"100,00","57,00","43,00"
São João do Outeiro,10 a 14 anos,"1,92","0,97","0,95"
São João do Outeiro,15 a 19 anos,"3,85","2,28","1,58"
São João do Outeiro,15 a 17 anos,"1,79","1,02","0,77"
São João do Outeiro,18 ou 19 anos,"2,06","1,25","0,81"
São João do Outeiro,20 a 24 anos,"9,15","5,89","3,26"
São João do Outeiro,25 a 29 anos,"12,04","6,74","5,30"
São João do Outeiro,30 a 34 anos,"13,08","6,88","6,20"
São João do Outeiro,35 a 39 anos,"12,58","6,72","5,86"
São João do Outeiro,40 a 44 anos,"10,32","6,02","4,30"
São João do Outeiro,45 a 49 anos,"8,80","5,30","3,49"
São João do Outeiro,50 a 54 anos,"7,63","4,71","2,92"
São João do Outeiro,55 a 59 anos,"6,06","3,46","2,60"
São João do Outeiro,60 a 69 anos,"8,83","4,96","3,87"
São João do Outeiro,70 anos ou mais,"5,75","3,08","2,67"
Itaiteua,Total,"100,00","55,32","44,68"
Itaiteua,10 a 14 anos,"5,37","2,99","2,39"
Itaiteua,15 a 19 anos,"5,67","3,58","2,09"
Itaiteua,15 a 17 anos,"2,69","1,39","1,29"
Itaiteua,18 ou 19 anos,"2,99","2,19","0,80"
Itaiteua,20 a 24 anos,"11,54","6,37","5,17"
Itaiteua,25 a 29 anos,"13,33","6,77","6,57"
Itaiteua,30 a 34 anos,"10,95","6,47","4,48"
Itaiteua,35 a 39 anos,"11,24","6,37","4,88"
Itaiteua,40 a 44 anos,"9,35","5,17","4,18"
Itaiteua,45 a 49 anos,"8,56","4,98","3,58"
Itaiteua,50 a 54 anos,"7,16","3,98","3,18"
Itaiteua,55 a 59 anos,"3,68","1,99","1,69"
Itaiteua,60 a 69 anos,"7,36","3,48","3,88"
Itaiteua,70 anos ou mais,"5,77","3,18","2,59"
Brasília,Total,"100,00","60,18","39,82"
Brasília,10 a 14 anos,"0,93","0,62","0,31"
Brasília,15 a 19 anos,"4,06","2,56","1,50"
Brasília,15 a 17 anos,"1,55","1,02","0,53"
Brasília,18 ou 19 anos,"2,52","1,55","0,97"
Brasília,20 a 24 anos,"10,11","6,71","3,40"
Brasília,25 a 29 anos,"14,08","8,96","5,12"
Brasília,30 a 34 anos,"13,47","7,99","5,47"
Brasília,35 a 39 anos,"10,77","6,67","4,11"
Brasília,40 a 44 anos,"12,14","7,68","4,46"
Brasília,45 a 49 anos,"8,48","5,03","3,44"
Brasília,50 a 54 anos,"6,75","4,33","2,43"
Brasília,55 a 59 anos,"5,43","3,13","2,30"
Brasília,60 a 69 anos,"7,51","3,40","4,11"
Brasília,70 anos ou mais,"6,27","3,09","3,18"
Água Boa,Total,"100,00","54,90","45,10"
Água Boa,10 a 14 anos,"1,66","0,74","0,92"
Água Boa,15 a 19 anos,"4,06","2,17","1,89"
Água Boa,15 a 17 anos,"1,96","0,97","0,99"
Água Boa,18 ou 19 anos,"2,09","1,20","0,89"
Água Boa,20 a 24 anos,"10,41","6,48","3,93"
Água Boa,25 a 29 anos,"12,04","6,71","5,33"
Água Boa,30 a 34 anos,"12,50","6,66","5,84"
Água Boa,35 a 39 anos,"12,30","6,05","6,25"
Água Boa,40 a 44 anos,"11,20","6,02","5,18"
Água Boa,45 a 49 anos,"8,93","5,20","3,72"
Água Boa,50 a 54 anos,"7,27","4,26","3,01"
Água Boa,55 a 59 anos,"5,64","3,27","2,37"
Água Boa,60 a 69 anos,"8,57","4,62","3,95"
Água Boa,70 anos ou mais,"5,43","2,73","2,70"
Aeroporto,Total,"100,00","52,89","47,11"
Aeroporto,10 a 14 anos,"1,05","0,88","0,18"
Aeroporto,15 a 19 anos,"3,50","1,75","1,75"
Aeroporto,15 a 17 anos,"2,28","1,05","1,23"
Aeroporto,18 ou 19 anos,"1,23","0,70","0,53"
Aeroporto,20 a 24 anos,"7,88","5,25","2,63"
Aeroporto,25 a 29 anos,"9,81","5,08","4,73"
Aeroporto,30 a 34 anos,"13,66","7,01","6,65"
Aeroporto,35 a 39 anos,"11,03","6,30","4,73"
Aeroporto,40 a 44 anos,"10,86","5,78","5,08"
Aeroporto,45 a 49 anos,"9,11","5,08","4,03"
Aeroporto,50 a 54 anos,"7,53","3,33","4,20"
Aeroporto,55 a 59 anos,"6,65","3,33","3,33"
Aeroporto,60 a 69 anos,"11,03","5,43","5,60"
Aeroporto,70 anos ou mais,"7,88","3,68","4,20"
Arirambá,Total,"100,00","59,67","40,33"
Arirambá,10 a 14 anos,"2,79","1,31","1,48"
Arirambá,15 a 19 anos,"4,43","1,80","2,62"
Arirambá,15 a 17 anos,"2,30","1,64","0,66"
Arirambá,18 ou 19 anos,"2,13","0,16","1,97"
Arirambá,20 a 24 anos,"6,07","3,93","2,13"
Arirambá,25 a 29 anos,"12,95","8,20","4,75"
Arirambá,30 a 34 anos,"10,33","6,56","3,77"
Arirambá,35 a 39 anos,"14,26","7,54","6,72"
Arirambá,40 a 44 anos,"10,82","6,89","3,93"
Arirambá,45 a 49 anos,"8,85","5,25","3,61"
Arirambá,50 a 54 anos,"8,69","5,41","3,28"
Arirambá,55 a 59 anos,"6,89","4,10","2,79"
Arirambá,60 a 69 anos,"9,51","6,23","3,28"
Arirambá,70 anos ou mais,"4,43","2,46","1,97"
Carananduba,Total,"100,00","54,55","45,45"
Carananduba,10 a 14 anos,"1,66","1,00","0,67"
Carananduba,15 a 19 anos,"5,36","3,12","2,25"
Carananduba,15 a 17 anos,"2,45","1,21","1,25"
Carananduba,18 ou 19 anos,"2,91","1,91","1,00"
Carananduba,20 a 24 anos,"10,27","6,24","4,03"
Carananduba,25 a 29 anos,"12,10","6,69","5,41"
Carananduba,30 a 34 anos,"13,18","6,53","6,65"
Carananduba,35 a 39 anos,"12,64","6,82","5,82"
Carananduba,40 a 44 anos,"9,60","5,53","4,07"
Carananduba,45 a 49 anos,"7,98","4,16","3,83"
Carananduba,50 a 54 anos,"6,07","3,24","2,83"
Carananduba,55 a 59 anos,"5,07","2,87","2,20"
Carananduba,60 a 69 anos,"8,61","4,57","4,03"
Carananduba,70 anos ou mais,"7,44","3,78","3,66"
Caruara,Total,"100,00","57,58","42,42"
Caruara,10 a 14 anos,"3,86","2,75","1,10"
Caruara,15 a 19 anos,"6,61","4,41","2,20"
Caruara,15 a 17 anos,"3,03","1,65","1,38"
Caruara,18 ou 19 anos,"3,58","2,75","0,83"
Caruara,20 a 24 anos,"8,82","4,96","3,86"
Caruara,25 a 29 anos,"18,46","8,54","9,92"
Caruara,30 a 34 anos,"7,71","6,06","1,65"
Caruara,35 a 39 anos,"13,77","7,71","6,06"
Caruara,40 a 44 anos,"7,44","3,58","3,86"
Caruara,45 a 49 anos,"10,47","5,51","4,96"
Caruara,50 a 54 anos,"5,23","2,75","2,48"
Caruara,55 a 59 anos,"5,51","3,86","1,65"
Caruara,60 a 69 anos,"8,26","5,51","2,75"
Caruara,70 anos ou mais,"3,86","1,93","1,93"
Farol,Total,"100,00","55,02","44,98"
Farol,10 a 14 anos,"1,44","0,96","0,48"
Farol,15 a 19 anos,"2,87","1,67","1,20"
Farol,15 a 17 anos,"1,44","0,72","0,72"
Farol,18 ou 19 anos,"1,44","0,96","0,48"
Farol,20 a 24 anos,"7,66","4,31","3,35"
Farol,25 a 29 anos,"11,72","6,94","4,78"
Farol,30 a 34 anos,"11,24","5,50","5,74"
Farol,35 a 39 anos,"12,68","6,22","6,46"
Farol,40 a 44 anos,"12,20","7,42","4,78"
Farol,45 a 49 anos,"8,61","5,26","3,35"
Farol,50 a 54 anos,"4,31","1,91","2,39"
Farol,55 a 59 anos,"5,26","3,11","2,15"
Farol,60 a 69 anos,"11,48","5,02","6,46"
Farol,70 anos ou mais,"10,53","6,70","3,83"
Mangueiras,Total,"100,00","53,94","46,06"
Mangueiras,10 a 14 anos,"1,97","1,10","0,87"
Mangueiras,15 a 19 anos,"5,12","3,15","1,97"
Mangueiras,15 a 17 anos,"2,60","1,57","1,02"
Mangueiras,18 ou 19 anos,"2,52","1,57","0,94"
Mangueiras,20 a 24 anos,"8,90","4,96","3,94"
Mangueiras,25 a 29 anos,"11,73","6,54","5,20"
Mangueiras,30 a 34 anos,"12,36","6,93","5,43"
Mangueiras,35 a 39 anos,"13,94","6,69","7,24"
Mangueiras,40 a 44 anos,"10,00","5,43","4,57"
Mangueiras,45 a 49 anos,"8,11","4,25","3,86"
Mangueiras,50 a 54 anos,"5,75","3,31","2,44"
Mangueiras,55 a 59 anos,"5,35","3,07","2,28"
Mangueiras,60 a 69 anos,"9,13","5,28","3,86"
Mangueiras,70 anos ou mais,"7,64","3,23","4,41"
Maracajá,Total,"100,00","52,31","47,69"
Maracajá,10 a 14 anos,"0,64","0,19","0,45"
Maracajá,15 a 19 anos,"2,88","1,54","1,35"
Maracajá,15 a 17 anos,"1,35","0,83","0,51"
Maracajá,18 ou 19 anos,"1,54","0,71","0,83"
Maracajá,20 a 24 anos,"8,40","4,74","3,65"
Maracajá,25 a 29 anos,"12,56","7,31","5,26"
Maracajá,30 a 34 anos,"11,28","6,28","5,00"
Maracajá,35 a 39 anos,"12,50","6,09","6,41"
Maracajá,40 a 44 anos,"12,05","6,86","5,19"
Maracajá,45 a 49 anos,"10,77","5,77","5,00"
Maracajá,50 a 54 anos,"6,15","3,27","2,88"
Maracajá,55 a 59 anos,"5,64","2,56","3,08"
Maracajá,60 a 69 anos,"9,17","4,17","5,00"
Maracajá,70 anos ou mais,"7,95","3,53","4,42"
Natal do Murubira,Total,"100,00","51,05","48,95"
Natal do Murubira,10 a 14 anos,"3,03","1,40","1,63"
Natal do Murubira,15 a 19 anos,"3,50","1,86","1,63"
Natal do Murubira,15 a 17 anos,"1,17","0,23","0,93"
Natal do Murubira,18 ou 19 anos,"2,33","1,63","0,70"
Natal do Murubira,20 a 24 anos,"10,26","5,59","4,66"
Natal do Murubira,25 a 29 anos,"11,89","6,76","5,13"
Natal do Murubira,30 a 34 anos,"8,62","4,20","4,43"
Natal do Murubira,35 a 39 anos,"13,52","6,99","6,53"
Natal do Murubira,40 a 44 anos,"10,72","6,06","4,66"
Natal do Murubira,45 a 49 anos,"7,23","3,96","3,26"
Natal do Murubira,50 a 54 anos,"5,36","2,33","3,03"
Natal do Murubira,55 a 59 anos,"5,13","2,56","2,56"
Natal do Murubira,60 a 69 anos,"11,42","5,59","5,83"
Natal do Murubira,70 anos ou mais,"9,32","3,73","5,59"
Porto Arthur,Total,"100,00","62,99","37,01"
Porto Arthur,10 a 14 anos,"0,79","0,79",-
Porto Arthur,15 a 19 anos,"2,36","2,36",-
Porto Arthur,15 a 17 anos,"0,79","0,79",-
Porto Arthur,18 ou 19 anos,"1,57","1,57",-
Porto Arthur,20 a 24 anos,"4,72","3,15","1,57"
Porto Arthur,25 a 29 anos,"14,96","8,66","6,30"
Porto Arthur,30 a 34 anos,"11,81","8,66","3,15"
Porto Arthur,35 a 39 anos,"7,09","3,94","3,15"
Porto Arthur,40 a 44 anos,"13,39","9,45","3,94"
Porto Arthur,45 a 49 anos,"7,87","3,94","3,94"
Porto Arthur,50 a 54 anos,"8,66","5,51","3,15"
Porto Arthur,55 a 59 anos,"7,87","5,51","2,36"
Porto Arthur,60 a 69 anos,"13,39","7,09","6,30"
Porto Arthur,70 anos ou mais,"7,09","3,94","3,15"
São Francisco,Total,"100,00","55,61","44,39"
São Francisco,10 a 14 anos,"0,72","0,48","0,24"
São Francisco,15 a 19 anos,"4,42","2,27","2,15"
São Francisco,15 a 17 anos,"1,55","0,36","1,19"
São Francisco,18 ou 19 anos,"2,86","1,91","0,95"
São Francisco,20 a 24 anos,"8,71","5,61","3,10"
São Francisco,25 a 29 anos,"12,77","7,04","5,73"
São Francisco,30 a 34 anos,"14,08","6,68","7,40"
São Francisco,35 a 39 anos,"12,17","7,28","4,89"
São Francisco,40 a 44 anos,"7,76","5,49","2,27"
São Francisco,45 a 49 anos,"8,11","4,18","3,94"
São Francisco,50 a 54 anos,"9,07","5,01","4,06"
São Francisco,55 a 59 anos,"6,32","3,70","2,63"
São Francisco,60 a 69 anos,"8,47","4,42","4,06"
São Francisco,70 anos ou mais,"7,40","3,46","3,94"
Sucurijuquara,Total,"100,00","57,29","42,71"
Sucurijuquara,10 a 14 anos,"0,52","0,52",-
Sucurijuquara,15 a 19 anos,"5,21","3,91","1,30"
Sucurijuquara,15 a 17 anos,"1,04","1,04",-
Sucurijuquara,18 ou 19 anos,"4,17","2,86","1,30"
Sucurijuquara,20 a 24 anos,"11,72","8,07","3,65"
Sucurijuquara,25 a 29 anos,"13,80","8,07","5,73"
Sucurijuquara,30 a 34 anos,"11,98","6,51","5,47"
Sucurijuquara,35 a 39 anos,"10,68","6,51","4,17"
Sucurijuquara,40 a 44 anos,"8,07","4,69","3,39"
Sucurijuquara,45 a 49 anos,"11,46","6,51","4,95"
Sucurijuquara,50 a 54 anos,"5,47","3,39","2,08"
Sucurijuquara,55 a 59 anos,"7,55","3,13","4,43"
Sucurijuquara,60 a 69 anos,"7,81","3,13","4,69"
Sucurijuquara,70 anos ou mais,"5,73","2,86","2,86"
Vila,Total,"100,00","52,05","47,95"
Vila,10 a 14 anos,"1,14","0,66","0,48"
Vila,15 a 19 anos,"2,41","1,56","0,84"
Vila,15 a 17 anos,"0,78","0,42","0,36"
Vila,18 ou 19 anos,"1,62","1,14","0,48"
Vila,20 a 24 anos,"7,76","4,21","3,55"
Vila,25 a 29 anos,"9,33","5,17","4,15"
Vila,30 a 34 anos,"10,83","5,90","4,93"
Vila,35 a 39 anos,"10,05","5,29","4,75"
Vila,40 a 44 anos,"10,17","5,29","4,87"
Vila,45 a 49 anos,"11,25","6,26","4,99"
Vila,50 a 54 anos,"7,52","4,15","3,37"
Vila,55 a 59 anos,"7,88","3,61","4,27"
Vila,60 a 69 anos,"10,71","5,42","5,29"
Vila,70 anos ou mais,"10,95","4,51","6,44"
