Bairro,Grupo de idade,Total,Total.1,Total.2
Praia Grande,Total,"100,00","55,70","44,30"
Praia Grande,10 a 14 anos,"0,80",-,"0,80"
Praia Grande,15 a 19 anos,"3,98","3,45","0,53"
Praia Grande,15 a 17 anos,"1,86","1,59","0,27"
Praia Grande,18 ou 19 anos,"2,12","1,86","0,27"
Praia Grande,20 a 24 anos,"8,75","5,57","3,18"
Praia Grande,25 a 29 anos,"12,20","6,90","5,31"
Praia Grande,30 a 34 anos,"9,28","4,51","4,77"
Praia Grande,35 a 39 anos,"13,00","7,43","5,57"
Praia Grande,40 a 44 anos,"13,26","7,16","6,10"
Praia Grande,45 a 49 anos,"9,02","4,24","4,77"
Praia Grande,50 a 54 anos,"7,43","5,04","2,39"
Praia Grande,55 a 59 anos,"5,31","2,92","2,39"
Praia Grande,60 a 69 anos,"10,34","6,10","4,24"
Praia Grande,70 anos ou mais,"6,63","2,39","4,24"
Chapéu Virado,Total,"100,00","54,28","45,72"
Chapéu Virado,10 a 14 anos,"0,17",-,"0,17"
Chapéu Virado,15 a 19 anos,"2,62","1,75","0,87"
Chapéu Virado,15 a 17 anos,"0,87","0,35","0,52"
Chapéu Virado,18 ou 19 anos,"1,75","1,40","0,35"
Chapéu Virado,20 a 24 anos,"9,25","4,89","4,36"
Chapéu Virado,25 a 29 anos,"13,44","7,85","5,58"
Chapéu Virado,30 a 34 anos,"11,69","6,63","5,06"
Chapéu Virado,35 a 39 anos,"12,74","5,76","6,98"
Chapéu Virado,40 a 44 anos,"11,69","7,85","3,84"
Chapéu Virado,45 a 49 anos,"9,25","5,24","4,01"
Chapéu Virado,50 a 54 anos,"6,98","3,84","3,14"
Chapéu Virado,55 a 59 anos,"4,36","1,75","2,62"
Chapéu Virado,60 a 69 anos,"9,60","5,93","3,66"
Chapéu Virado,70 anos ou mais,"8,20","2,79","5,41"
Murubira,Total,"100,00","58,48","41,52"
Murubira,10 a 14 anos,"6,04","2,83","3,21"
Murubira,15 a 19 anos,"4,50","3,21","1,29"
Murubira,15 a 17 anos,"2,57","1,80","0,77"
Murubira,18 ou 19 anos,"1,93","1,41","0,51"
Murubira,20 a 24 anos,"8,87","6,30","2,57"
Murubira,25 a 29 anos,"10,28","6,30","3,98"
Murubira,30 a 34 anos,"14,01","6,94","7,07"
Murubira,35 a 39 anos,"13,62","7,71","5,91"
Murubira,40 a 44 anos,"9,90","6,43","3,47"
Murubira,45 a 49 anos,"7,46","5,01","2,44"
Murubira,50 a 54 anos,"6,04","2,83","3,21"
Murubira,55 a 59 anos,"5,14","3,21","1,93"
Murubira,60 a 69 anos,"8,87","4,76","4,11"
Murubira,70 anos ou mais,"5,27","2,96","2,31"
Bonfim,Total,"100,00","68,90","31,10"
Bonfim,10 a 14 anos,"0,96","0,48","0,48"
Bonfim,15 a 19 anos,"8,61","4,78","3,83"
Bonfim,15 a 17 anos,"4,78","2,39","2,39"
Bonfim,18 ou 19 anos,"3,83","2,39","1,44"
Bonfim,20 a 24 anos,"12,92","9,09","3,83"
Bonfim,25 a 29 anos,"11,00","7,18","3,83"
Bonfim,30 a 34 anos,"18,18","13,40","4,78"
Bonfim,35 a 39 anos,"10,53","7,18","3,35"
Bonfim,40 a 44 anos,"11,48","8,13","3,35"
Bonfim,45 a 49 anos,"10,53","7,18","3,35"
Bonfim,50 a 54 anos,"5,26","3,83","1,44"
Bonfim,55 a 59 anos,"4,78","2,87","1,91"
Bonfim,60 a 69 anos,"5,26","4,31","0,96"
Bonfim,70 anos ou mais,"0,48","0,48",-
Marahú,Total,"100,00","68,06","31,94"
Marahú,10 a 14 anos,-,-,-
Marahú,15 a 19 anos,-,-,-
Marahú,15 a 17 anos,-,-,-
Marahú,18 ou 19 anos,-,-,-
Marahú,20 a 24 anos,"4,17","4,17",-
Marahú,25 a 29 anos,"5,56","1,39","4,17"
Marahú,30 a 34 anos,"26,39","15,28","11,11"
Marahú,35 a 39 anos,"11,11","9,72","1,39"
Marahú,40 a 44 anos,"25,00","16,67","8,33"
Marahú,45 a 49 anos,"11,11","8,33","2,78"
Marahú,50 a 54 anos,"12,50","9,72","2,78"
Marahú,55 a 59 anos,"4,17","2,78","1,39"
Marahú,60 a 69 anos,-,-,-
Marahú,70 anos ou mais,-,-,-
Paraíso,Total,"100,00","54,65","45,35"
Paraíso,10 a 14 anos,"3,49","2,33","1,16"
Paraíso,15 a 19 anos,"2,33","1,16","1,16"
Paraíso,15 a 17 anos,-,-,-
Paraíso,18 ou 19 anos,"2,33","1,16","1,16"
Paraíso,20 a 24 anos,"9,30","4,65","4,65"
Paraíso,25 a 29 anos,"8,72","5,81","2,91"
Paraíso,30 a 34 anos,"13,37","7,56","5,81"
Paraíso,35 a 39 anos,"12,21","6,40","5,81"
Paraíso,40 a 44 anos,"10,47","7,56","2,91"
Paraíso,45 a 49 anos,"8,14","3,49","4,65"
Paraíso,50 a 54 anos,"5,23","2,33","2,91"
Paraíso,55 a 59 anos,"4,65","1,74","2,91"
Paraíso,60 a 69 anos,"13,37","6,40","6,98"
Paraíso,70 anos ou mais,"8,72","5,23","3,49"
Baía do Sol,Total,"100,00","56,84","43,16"
Baía do Sol,10 a 14 anos,"0,98","0,71","0,27"
Baía do Sol,15 a 19 anos,"2,77","1,70","1,07"
Baía do Sol,15 a 17 anos,"1,52","0,80","0,71"
Baía do Sol,18 ou 19 anos,"1,25","0,89","0,36"
Baía do Sol,20 a 24 anos,"6,43","3,93","2,50"
Baía do Sol,25 a 29 anos,"12,42","5,72","6,70"
Baía do Sol,30 a 34 anos,"14,57","8,76","5,81"
Baía do Sol,35 a 39 anos,"11,89","6,52","5,36"
Baía do Sol,40 a 44 anos,"9,83","5,63","4,20"
Baía do Sol,45 a 49 anos,"6,70","3,40","3,31"
Baía do Sol,50 a 54 anos,"6,97","4,47","2,50"
Baía do Sol,55 a 59 anos,"6,26","3,66","2,59"
Baía do Sol,60 a 69 anos,"11,80","6,52","5,27"
Baía do Sol,70 anos ou mais,"9,38","5,81","3,57"
