Bairro,Grupo de idade,N,N Homens,N Mulheres,P,P Homens,P Mulheres,avg,avg Homens,avg Mulheres,mdn,mdn Homens,mdn Mulheres
Cruzeiro,15 a 19 anos,162.0,92.0,70.0,2.71,1.54,1.17,400.98,439.38,350.51,335.0,400.0,252.5
Cruzeiro,15 a 17 anos,58.0,33.0,25.0,0.97,0.55,0.42,323.31,315.55,333.56,252.5,255.0,238.0
Cruzeiro,18 ou 19 anos,104.0,59.0,45.0,1.74,0.99,0.75,444.3,508.64,359.93,400.0,510.0,255.0
Cruzeiro,20 a 24 anos,551.0,365.0,186.0,9.23,6.12,3.12,673.47,740.47,541.99,510.0,510.0,510.0
Cruzeiro,25 a 29 anos,768.0,439.0,329.0,12.87,7.36,5.51,786.49,825.21,734.81,510.0,570.0,510.0
Cruzeiro,30 a 34 anos,702.0,404.0,298.0,11.76,6.77,4.99,988.36,1089.07,851.82,600.0,746.5,510.0
Cruzeiro,35 a 39 anos,698.0,371.0,327.0,11.7,6.22,5.48,967.74,1078.03,842.61,600.0,700.0,510.0
Cruzeiro,40 a 44 anos,616.0,337.0,279.0,10.32,5.65,4.68,1012.92,1156.9,839.02,700.0,800.0,510.0
Cruzeiro,45 a 49 anos,554.0,305.0,249.0,9.28,5.11,4.17,1131.38,1379.7,827.2,600.0,800.0,510.0
Cruzeiro,50 a 54 anos,454.0,247.0,207.0,7.61,4.14,3.47,1491.59,1785.22,1141.23,720.0,900.0,510.0
Cruzeiro,55 a 59 anos,360.0,179.0,181.0,6.03,3.0,3.03,1379.79,1528.42,1232.8,765.0,800.0,600.0
Cruzeiro,60 a 69 anos,537.0,260.0,277.0,9.0,4.36,4.64,1237.96,1542.96,951.68,510.0,800.0,510.0
Cruzeiro,70 anos ou mais,497.0,193.0,304.0,8.33,3.23,5.09,1114.96,1397.66,935.48,510.0,510.0,510.0
Maracacuera,Total,6112.0,3617.0,2495.0,100.0,59.18,40.82,649.55,748.26,506.44,510.0,515.0,510.0
Maracacuera,10 a 14 anos,84.0,45.0,39.0,1.37,0.74,0.64,205.94,213.04,197.74,100.0,112.0,90.0
Maracacuera,15 a 19 anos,300.0,209.0,91.0,4.91,3.42,1.49,353.57,398.05,251.41,310.0,400.0,185.0
Maracacuera,15 a 17 anos,126.0,86.0,40.0,2.06,1.41,0.65,250.62,275.07,198.05,200.0,250.0,100.5
Maracacuera,18 ou 19 anos,174.0,123.0,51.0,2.85,2.01,0.83,428.11,484.03,293.25,510.0,510.0,200.0
Maracacuera,20 a 24 anos,739.0,483.0,256.0,12.09,7.9,4.19,533.04,579.98,444.47,510.0,510.0,510.0
Maracacuera,25 a 29 anos,886.0,528.0,358.0,14.5,8.64,5.86,602.93,687.64,478.01,510.0,522.0,510.0
Maracacuera,30 a 34 anos,920.0,523.0,397.0,15.05,8.56,6.5,637.91,752.53,486.92,510.0,550.0,510.0
Maracacuera,35 a 39 anos,816.0,485.0,331.0,13.35,7.94,5.42,695.47,831.53,496.11,510.0,610.0,500.0
Maracacuera,40 a 44 anos,719.0,406.0,313.0,11.76,6.64,5.12,707.44,843.92,530.42,510.0,700.0,510.0
Maracacuera,45 a 49 anos,519.0,293.0,226.0,8.49,4.79,3.7,805.33,962.27,601.86,510.0,730.0,510.0
Maracacuera,50 a 54 anos,384.0,232.0,152.0,6.28,3.8,2.49,763.66,880.43,585.45,510.0,700.0,510.0
Maracacuera,55 a 59 anos,243.0,149.0,94.0,3.98,2.44,1.54,849.99,1017.65,584.23,510.0,600.0,510.0
Maracacuera,60 a 69 anos,300.0,171.0,129.0,4.91,2.8,2.11,688.12,752.38,602.94,510.0,510.0,510.0
Maracacuera,70 anos ou mais,202.0,93.0,109.0,3.3,1.52,1.78,650.13,693.48,613.15,510.0,510.0,510.0
Paracuri,Total,3870.0,2200.0,1670.0,100.0,56.85,43.15,617.88,724.87,476.93,510.0,510.0,510.0
Paracuri,10 a 14 anos,65.0,31.0,34.0,1.68,0.8,0.88,161.26,222.94,105.03,60.0,112.0,51.0
Paracuri,15 a 19 anos,175.0,102.0,73.0,4.52,2.64,1.89,362.97,424.36,277.19,300.0,465.0,200.0
Paracuri,15 a 17 anos,71.0,37.0,34.0,1.83,0.96,0.88,243.31,320.81,158.97,160.0,260.0,110.0
Paracuri,18 ou 19 anos,104.0,65.0,39.0,2.69,1.68,1.01,444.66,483.31,380.26,510.0,510.0,470.0
Paracuri,20 a 24 anos,434.0,290.0,144.0,11.21,7.49,3.72,521.47,582.12,399.33,510.0,510.0,510.0
Paracuri,25 a 29 anos,519.0,298.0,221.0,13.41,7.7,5.71,565.75,627.6,482.34,510.0,510.0,400.0
Paracuri,30 a 34 anos,595.0,326.0,269.0,15.37,8.42,6.95,563.85,656.66,451.37,510.0,510.0,510.0
Paracuri,35 a 39 anos,507.0,276.0,231.0,13.1,7.13,5.97,649.04,782.22,489.92,510.0,600.0,510.0
Paracuri,40 a 44 anos,459.0,255.0,204.0,11.86,6.59,5.27,795.46,985.91,557.39,510.0,670.0,510.0
Paracuri,45 a 49 anos,327.0,190.0,137.0,8.45,4.91,3.54,753.52,925.51,515.01,510.0,652.5,510.0
Paracuri,50 a 54 anos,248.0,152.0,96.0,6.41,3.93,2.48,738.39,881.01,512.57,510.0,600.0,510.0
Paracuri,55 a 59 anos,172.0,96.0,76.0,4.44,2.48,1.96,649.31,783.4,479.93,510.0,510.0,510.0
Paracuri,60 a 69 anos,227.0,116.0,111.0,5.87,3.0,2.87,629.56,721.51,533.48,510.0,510.0,510.0
Paracuri,70 anos ou mais,142.0,68.0,74.0,3.67,1.76,1.91,587.82,568.38,605.68,510.0,510.0,510.0
Parque Guajará,Total,14953.0,8302.0,6651.0,100.0,55.52,44.48,777.73,865.69,667.94,510.0,510.0,510.0
Parque Guajará,10 a 14 anos,231.0,128.0,103.0,1.54,0.86,0.69,153.71,158.3,148.01,66.0,80.0,65.0
Parque Guajará,15 a 19 anos,655.0,400.0,255.0,4.38,2.68,1.71,351.86,397.87,279.69,300.0,400.0,200.0
Parque Guajará,15 a 17 anos,279.0,172.0,107.0,1.87,1.15,0.72,268.75,287.89,237.97,200.0,240.0,200.0
Parque Guajará,18 ou 19 anos,376.0,228.0,148.0,2.51,1.52,0.99,413.54,480.84,309.85,450.0,510.0,250.0
Parque Guajará,20 a 24 anos,1590.0,967.0,623.0,10.63,6.47,4.17,538.32,591.69,455.47,510.0,510.0,510.0
Parque Guajará,25 a 29 anos,1982.0,1141.0,841.0,13.25,7.63,5.62,637.25,718.54,526.96,510.0,510.0,510.0
Parque Guajará,30 a 34 anos,2360.0,1316.0,1044.0,15.78,8.8,6.98,767.44,863.99,645.73,510.0,560.0,510.0
Parque Guajará,35 a 39 anos,2215.0,1179.0,1036.0,14.81,7.88,6.93,859.34,946.98,759.61,510.0,650.0,510.0
Parque Guajará,40 a 44 anos,1802.0,1005.0,797.0,12.05,6.72,5.33,911.0,1009.38,786.96,510.0,630.0,510.0
Parque Guajará,45 a 49 anos,1283.0,711.0,572.0,8.58,4.75,3.83,972.64,1145.72,757.49,510.0,700.0,510.0
Parque Guajará,50 a 54 anos,964.0,535.0,429.0,6.45,3.58,2.87,977.27,1070.93,860.46,570.0,700.0,510.0
Parque Guajará,55 a 59 anos,635.0,328.0,307.0,4.25,2.19,2.05,1056.43,1217.24,884.62,510.0,737.5,510.0
Parque Guajará,60 a 69 anos,738.0,379.0,359.0,4.94,2.53,2.4,843.19,938.03,743.06,510.0,510.0,510.0
Parque Guajará,70 anos ou mais,498.0,213.0,285.0,3.33,1.42,1.91,813.58,963.57,701.48,510.0,510.0,510.0
Ponta Grossa,Total,6694.0,3597.0,3097.0,100.0,53.73,46.27,1078.22,1240.44,889.82,600.0,800.0,510.0
Ponta Grossa,10 a 14 anos,56.0,28.0,28.0,0.84,0.42,0.42,262.93,363.93,161.93,105.0,106.0,105.0
Ponta Grossa,15 a 19 anos,188.0,115.0,73.0,2.81,1.72,1.09,399.53,444.68,328.4,342.5,400.0,300.0
Ponta Grossa,15 a 17 anos,72.0,46.0,26.0,1.08,0.69,0.39,334.28,376.37,259.81,247.5,268.0,200.0
Ponta Grossa,18 ou 19 anos,116.0,69.0,47.0,1.73,1.03,0.7,440.03,490.22,366.34,510.0,510.0,400.0
Ponta Grossa,20 a 24 anos,625.0,364.0,261.0,9.34,5.44,3.9,676.44,780.35,531.52,510.0,510.0,510.0
Ponta Grossa,25 a 29 anos,823.0,458.0,365.0,12.29,6.84,5.45,899.68,1024.72,742.78,600.0,700.0,510.0
Ponta Grossa,30 a 34 anos,825.0,451.0,374.0,12.32,6.74,5.59,982.19,1052.47,897.43,600.0,800.0,510.0
Ponta Grossa,35 a 39 anos,772.0,435.0,337.0,11.53,6.5,5.03,1098.24,1264.18,884.04,750.0,900.0,598.0
Ponta Grossa,40 a 44 anos,727.0,407.0,320.0,10.86,6.08,4.78,1135.65,1305.71,919.36,780.0,800.0,600.0
Ponta Grossa,45 a 49 anos,645.0,369.0,276.0,9.64,5.51,4.12,1380.02,1629.34,1046.7,800.0,1000.0,561.0
Ponta Grossa,50 a 54 anos,553.0,275.0,278.0,8.26,4.11,4.15,1299.48,1530.55,1070.9,800.0,1000.0,600.0
Ponta Grossa,55 a 59 anos,427.0,236.0,191.0,6.38,3.53,2.85,1332.59,1525.29,1094.48,800.0,1000.0,510.0
Ponta Grossa,60 a 69 anos,557.0,279.0,278.0,8.32,4.17,4.15,1359.2,1618.29,1099.18,700.0,1000.0,510.0
Ponta Grossa,70 anos ou mais,496.0,180.0,316.0,7.41,2.69,4.72,1100.82,1430.8,912.86,510.0,741.0,510.0
Tenoné,Total,13199.0,7333.0,5866.0,100.0,55.56,44.44,890.48,1000.4,753.08,510.0,600.0,510.0
Tenoné,10 a 14 anos,189.0,95.0,94.0,1.43,0.72,0.71,135.22,137.94,132.47,61.0,62.0,60.5
Tenoné,15 a 19 anos,517.0,312.0,205.0,3.92,2.36,1.55,349.83,370.85,317.83,300.0,300.0,250.0
Tenoné,15 a 17 anos,242.0,137.0,105.0,1.83,1.04,0.8,255.84,284.92,217.9,200.0,250.0,120.0
Tenoné,18 ou 19 anos,275.0,175.0,100.0,2.08,1.33,0.76,432.53,438.13,422.75,500.0,510.0,480.0
Tenoné,20 a 24 anos,1460.0,897.0,563.0,11.06,6.8,4.27,603.29,662.0,509.74,510.0,510.0,510.0
Tenoné,25 a 29 anos,1772.0,993.0,779.0,13.43,7.52,5.9,748.3,814.73,663.61,510.0,600.0,510.0
Tenoné,30 a 34 anos,2082.0,1121.0,961.0,15.77,8.49,7.28,798.52,901.95,677.87,510.0,600.0,510.0
Tenoné,35 a 39 anos,1914.0,1085.0,829.0,14.5,8.22,6.28,978.05,1096.47,823.07,600.0,750.0,510.0
Tenoné,40 a 44 anos,1658.0,882.0,776.0,12.56,6.68,5.88,1056.92,1177.13,920.29,620.0,800.0,510.0
Tenoné,45 a 49 anos,1187.0,645.0,542.0,8.99,4.89,4.11,1103.95,1214.39,972.51,700.0,800.0,510.0
Tenoné,50 a 54 anos,850.0,484.0,366.0,6.44,3.67,2.77,1148.43,1351.42,879.98,700.0,800.0,510.0
Tenoné,55 a 59 anos,552.0,325.0,227.0,4.18,2.46,1.72,1417.32,1712.13,995.22,705.0,870.0,510.0
Tenoné,60 a 69 anos,614.0,316.0,298.0,4.65,2.39,2.26,1054.71,1257.1,840.1,510.0,700.0,510.0
Tenoné,70 anos ou mais,404.0,178.0,226.0,3.06,1.35,1.71,833.84,978.68,719.76,510.0,510.0,510.0
São João do Outeiro,Total,5582.0,3182.0,2400.0,100.0,57.0,43.0,785.01,923.38,601.55,510.0,560.0,510.0
São João do Outeiro,10 a 14 anos,107.0,54.0,53.0,1.92,0.97,0.95,150.75,181.17,119.75,92.0,112.0,90.0
São João do Outeiro,15 a 19 anos,215.0,127.0,88.0,3.85,2.28,1.58,334.12,378.23,270.45,300.0,400.0,200.0
São João do Outeiro,15 a 17 anos,100.0,57.0,43.0,1.79,1.02,0.77,237.42,261.47,205.53,175.0,200.0,112.0
São João do Outeiro,18 ou 19 anos,115.0,70.0,45.0,2.06,1.25,0.81,418.2,473.3,332.49,440.0,510.0,300.0
São João do Outeiro,20 a 24 anos,511.0,329.0,182.0,9.15,5.89,3.26,544.42,599.9,444.13,510.0,510.0,505.0
São João do Outeiro,25 a 29 anos,672.0,376.0,296.0,12.04,6.74,5.3,634.76,755.72,481.11,510.0,510.0,500.0
São João do Outeiro,30 a 34 anos,730.0,384.0,346.0,13.08,6.88,6.2,666.08,790.9,527.55,510.0,510.0,510.0
São João do Outeiro,35 a 39 anos,702.0,375.0,327.0,12.58,6.72,5.86,780.79,924.97,615.45,510.0,650.0,510.0
São João do Outeiro,40 a 44 anos,576.0,336.0,240.0,10.32,6.02,4.3,862.11,1019.27,642.09,600.0,730.0,510.0
São João do Outeiro,45 a 49 anos,491.0,296.0,195.0,8.8,5.3,3.49,896.41,1044.92,670.97,555.0,700.0,510.0
São João do Outeiro,50 a 54 anos,426.0,263.0,163.0,7.63,4.71,2.92,1026.52,1158.05,814.29,600.0,800.0,510.0
São João do Outeiro,55 a 59 anos,338.0,193.0,145.0,6.06,3.46,2.6,1029.52,1295.44,675.58,510.0,700.0,510.0
São João do Outeiro,60 a 69 anos,493.0,277.0,216.0,8.83,4.96,3.87,1049.93,1240.79,805.18,510.0,740.0,510.0
São João do Outeiro,70 anos ou mais,321.0,172.0,149.0,5.75,3.08,2.67,982.04,1152.55,785.21,510.0,510.0,510.0
Itaiteua,Total,1005.0,556.0,449.0,100.0,55.32,44.68,676.8,793.74,532.0,510.0,510.0,510.0
Itaiteua,10 a 14 anos,54.0,30.0,24.0,5.37,2.99,2.39,79.06,95.03,59.08,50.0,55.0,48.5
Itaiteua,15 a 19 anos,57.0,36.0,21.0,5.67,3.58,2.09,326.74,420.83,165.43,200.0,350.0,66.0
Itaiteua,15 a 17 anos,27.0,14.0,13.0,2.69,1.39,1.29,161.67,130.0,195.77,50.0,40.0,66.0
Itaiteua,18 ou 19 anos,30.0,22.0,8.0,2.99,2.19,0.8,475.3,605.91,116.13,400.0,510.0,80.0
Itaiteua,20 a 24 anos,116.0,64.0,52.0,11.54,6.37,5.17,479.88,594.8,338.44,510.0,510.0,325.0
Itaiteua,25 a 29 anos,134.0,68.0,66.0,13.33,6.77,6.57,501.96,595.65,405.44,510.0,510.0,355.0
Itaiteua,30 a 34 anos,110.0,65.0,45.0,10.95,6.47,4.48,632.59,662.42,589.51,510.0,550.0,510.0
Itaiteua,35 a 39 anos,113.0,64.0,49.0,11.24,6.37,4.88,771.48,989.27,487.02,510.0,600.0,510.0
Itaiteua,40 a 44 anos,94.0,52.0,42.0,9.35,5.17,4.18,946.89,1040.87,830.55,630.0,767.5,510.0
Itaiteua,45 a 49 anos,86.0,50.0,36.0,8.56,4.98,3.58,907.38,1077.1,671.67,556.0,740.0,510.0
Itaiteua,50 a 54 anos,72.0,40.0,32.0,7.16,3.98,3.18,895.69,982.25,787.5,700.0,800.0,510.0
Itaiteua,55 a 59 anos,37.0,20.0,17.0,3.68,1.99,1.69,925.65,1312.95,470.0,510.0,937.5,510.0
Itaiteua,60 a 69 anos,74.0,35.0,39.0,7.36,3.48,3.88,954.42,1128.66,798.05,510.0,770.0,510.0
Itaiteua,70 anos ou mais,58.0,32.0,26.0,5.77,3.18,2.59,710.26,792.03,609.62,510.0,510.0,510.0
Brasília,Total,2265.0,1363.0,902.0,100.0,60.18,39.82,642.36,703.77,549.57,510.0,510.0,510.0
Brasília,10 a 14 anos,21.0,14.0,7.0,0.93,0.62,0.31,274.43,303.93,215.43,200.0,300.0,98.0
Brasília,15 a 19 anos,92.0,58.0,34.0,4.06,2.56,1.5,420.28,514.91,258.85,400.0,510.0,245.0
Brasília,15 a 17 anos,35.0,23.0,12.0,1.55,1.02,0.53,310.74,393.7,151.75,255.0,400.0,125.0
Brasília,18 ou 19 anos,57.0,35.0,22.0,2.52,1.55,0.97,487.54,594.57,317.27,500.0,510.0,350.0
Brasília,20 a 24 anos,229.0,152.0,77.0,10.11,6.71,3.4,530.37,561.64,468.62,510.0,510.0,510.0
Brasília,25 a 29 anos,319.0,203.0,116.0,14.08,8.96,5.12,566.77,634.64,448.0,510.0,510.0,510.0
Brasília,30 a 34 anos,305.0,181.0,124.0,13.47,7.99,5.47,592.97,662.33,491.73,510.0,510.0,510.0
Brasília,35 a 39 anos,244.0,151.0,93.0,10.77,6.67,4.11,702.27,752.48,620.75,510.0,510.0,510.0
Brasília,40 a 44 anos,275.0,174.0,101.0,12.14,7.68,4.46,676.92,735.64,575.75,510.0,510.0,510.0
Brasília,45 a 49 anos,192.0,114.0,78.0,8.48,5.03,3.44,760.98,804.61,697.21,510.0,600.0,510.0
Brasília,50 a 54 anos,153.0,98.0,55.0,6.75,4.33,2.43,714.77,774.05,609.15,510.0,510.0,510.0
Brasília,55 a 59 anos,123.0,71.0,52.0,5.43,3.13,2.3,857.1,1048.87,595.25,510.0,600.0,510.0
Brasília,60 a 69 anos,170.0,77.0,93.0,7.51,3.4,4.11,698.63,791.92,621.39,510.0,510.0,510.0
Brasília,70 anos ou mais,142.0,70.0,72.0,6.27,3.09,3.18,635.56,662.54,609.33,510.0,510.0,510.0
Água Boa,Total,3920.0,2152.0,1768.0,100.0,54.9,45.1,763.51,884.46,616.29,510.0,512.5,510.0
Água Boa,10 a 14 anos,65.0,29.0,36.0,1.66,0.74,0.92,161.23,172.86,151.86,90.0,90.0,90.0
Água Boa,15 a 19 anos,159.0,85.0,74.0,4.06,2.17,1.89,297.98,371.31,213.76,240.0,350.0,150.0
Água Boa,15 a 17 anos,77.0,38.0,39.0,1.96,0.97,0.99,256.29,312.79,201.23,200.0,240.0,150.0
Água Boa,18 ou 19 anos,82.0,47.0,35.0,2.09,1.2,0.89,337.13,418.62,227.71,300.0,480.0,170.0
Água Boa,20 a 24 anos,408.0,254.0,154.0,10.41,6.48,3.93,510.32,602.15,358.86,510.0,510.0,300.0
Água Boa,25 a 29 anos,472.0,263.0,209.0,12.04,6.71,5.33,562.39,666.7,431.12,510.0,510.0,400.0
Água Boa,30 a 34 anos,490.0,261.0,229.0,12.5,6.66,5.84,655.49,788.68,503.69,510.0,510.0,510.0
Água Boa,35 a 39 anos,482.0,237.0,245.0,12.3,6.05,6.25,734.04,836.08,635.32,510.0,600.0,510.0
Água Boa,40 a 44 anos,439.0,236.0,203.0,11.2,6.02,5.18,878.54,1019.04,715.21,510.0,650.0,510.0
Água Boa,45 a 49 anos,350.0,204.0,146.0,8.93,5.2,3.72,992.99,1141.47,785.52,581.0,750.0,510.0
Água Boa,50 a 54 anos,285.0,167.0,118.0,7.27,4.26,3.01,1017.81,1269.28,661.92,570.0,800.0,510.0
Água Boa,55 a 59 anos,221.0,128.0,93.0,5.64,3.27,2.37,971.1,1109.08,781.2,510.0,700.0,510.0
Água Boa,60 a 69 anos,336.0,181.0,155.0,8.57,4.62,3.95,990.38,1040.84,931.46,510.0,510.0,510.0
Água Boa,70 anos ou mais,213.0,107.0,106.0,5.43,2.73,2.7,1012.96,1110.4,914.6,510.0,510.0,510.0
Aeroporto,Total,571.0,302.0,269.0,100.0,52.89,47.11,743.83,867.88,604.56,510.0,510.0,510.0
Aeroporto,10 a 14 anos,6.0,5.0,1.0,1.05,0.88,0.18,93.67,108.4,20.0,105.0,120.0,20.0
Aeroporto,15 a 19 anos,20.0,10.0,10.0,3.5,1.75,1.75,325.35,378.7,272.0,250.0,235.0,265.0
Aeroporto,15 a 17 anos,13.0,6.0,7.0,2.28,1.05,1.23,230.77,238.33,224.29,200.0,185.0,200.0
Aeroporto,18 ou 19 anos,7.0,4.0,3.0,1.23,0.7,0.53,501.0,589.25,383.33,400.0,398.5,400.0
Aeroporto,20 a 24 anos,45.0,30.0,15.0,7.88,5.25,2.63,493.16,556.67,366.13,510.0,510.0,300.0
Aeroporto,25 a 29 anos,56.0,29.0,27.0,9.81,5.08,4.73,616.89,690.69,537.63,510.0,510.0,500.0
Aeroporto,30 a 34 anos,78.0,40.0,38.0,13.66,7.01,6.65,528.62,532.1,524.95,510.0,505.0,510.0
Aeroporto,35 a 39 anos,63.0,36.0,27.0,11.03,6.3,4.73,907.87,1073.61,686.89,510.0,510.0,510.0
Aeroporto,40 a 44 anos,62.0,33.0,29.0,10.86,5.78,5.08,949.89,961.52,936.66,600.0,600.0,600.0
Aeroporto,45 a 49 anos,52.0,29.0,23.0,9.11,5.08,4.03,818.96,988.76,604.87,600.0,800.0,510.0
Aeroporto,50 a 54 anos,43.0,19.0,24.0,7.53,3.33,4.2,665.42,675.79,657.21,510.0,510.0,455.0
Aeroporto,55 a 59 anos,38.0,19.0,19.0,6.65,3.33,3.33,1162.74,1704.0,621.47,750.0,1300.0,600.0
Aeroporto,60 a 69 anos,63.0,31.0,32.0,11.03,5.43,5.6,939.02,1255.16,632.75,510.0,510.0,510.0
Aeroporto,70 anos ou mais,45.0,21.0,24.0,7.88,3.68,4.2,645.69,789.33,520.0,510.0,510.0,510.0
Arirambá,Total,610.0,364.0,246.0,100.0,59.67,40.33,774.63,898.29,591.67,510.0,510.0,510.0
Arirambá,10 a 14 anos,17.0,8.0,9.0,2.79,1.31,1.48,170.94,203.0,142.44,100.0,106.0,100.0
Arirambá,15 a 19 anos,27.0,11.0,16.0,4.43,1.8,2.62,272.78,317.45,242.06,200.0,300.0,160.0
Arirambá,15 a 17 anos,14.0,10.0,4.0,2.3,1.64,0.66,252.29,298.2,137.5,200.0,250.0,110.0
Arirambá,18 ou 19 anos,13.0,1.0,12.0,2.13,0.16,1.97,294.85,510.0,276.92,300.0,510.0,250.0
Arirambá,20 a 24 anos,37.0,24.0,13.0,6.07,3.93,2.13,546.76,602.08,444.62,510.0,510.0,300.0
Arirambá,25 a 29 anos,79.0,50.0,29.0,12.95,8.2,4.75,657.41,762.5,476.21,510.0,510.0,510.0
Arirambá,30 a 34 anos,63.0,40.0,23.0,10.33,6.56,3.77,789.0,843.38,694.43,510.0,510.0,510.0
Arirambá,35 a 39 anos,87.0,46.0,41.0,14.26,7.54,6.72,813.92,947.63,663.9,510.0,510.0,510.0
Arirambá,40 a 44 anos,66.0,42.0,24.0,10.82,6.89,3.93,649.62,690.83,577.5,510.0,510.0,510.0
Arirambá,45 a 49 anos,54.0,32.0,22.0,8.85,5.25,3.61,1302.85,1680.94,752.91,555.0,555.0,555.0
Arirambá,50 a 54 anos,53.0,33.0,20.0,8.69,5.41,3.28,910.92,856.36,1000.95,510.0,510.0,510.0
Arirambá,55 a 59 anos,42.0,25.0,17.0,6.89,4.1,2.79,885.95,1064.0,624.12,510.0,510.0,510.0
Arirambá,60 a 69 anos,58.0,38.0,20.0,9.51,6.23,3.28,946.34,1172.05,517.5,510.0,510.0,510.0
Arirambá,70 anos ou mais,27.0,15.0,12.0,4.43,2.46,1.97,591.37,650.47,517.5,510.0,510.0,510.0
Carananduba,Total,2405.0,1312.0,1093.0,100.0,54.55,45.45,689.66,783.34,577.21,510.0,510.0,500.0
Carananduba,10 a 14 anos,40.0,24.0,16.0,1.66,1.0,0.67,141.35,143.83,137.63,90.0,95.0,90.0
Carananduba,15 a 19 anos,129.0,75.0,54.0,5.36,3.12,2.25,292.4,355.27,205.07,230.0,300.0,127.0
Carananduba,15 a 17 anos,59.0,29.0,30.0,2.45,1.21,1.25,242.85,294.93,192.5,200.0,250.0,167.0
Carananduba,18 ou 19 anos,70.0,46.0,24.0,2.91,1.91,1.0,334.16,393.3,220.79,295.0,400.0,100.0
Carananduba,20 a 24 anos,247.0,150.0,97.0,10.27,6.24,4.03,490.79,577.5,356.7,480.0,500.0,300.0
Carananduba,25 a 29 anos,291.0,161.0,130.0,12.1,6.69,5.41,564.46,646.56,462.78,500.0,510.0,400.0
Carananduba,30 a 34 anos,317.0,157.0,160.0,13.18,6.53,6.65,634.48,763.34,508.03,500.0,510.0,350.0
Carananduba,35 a 39 anos,304.0,164.0,140.0,12.64,6.82,5.82,729.47,800.15,646.67,510.0,600.0,500.0
Carananduba,40 a 44 anos,231.0,133.0,98.0,9.6,5.53,4.07,936.45,1014.65,830.33,510.0,510.0,510.0
Carananduba,45 a 49 anos,192.0,100.0,92.0,7.98,4.16,3.83,768.43,871.71,656.17,510.0,600.0,510.0
Carananduba,50 a 54 anos,146.0,78.0,68.0,6.07,3.24,2.83,925.92,1184.05,629.82,510.0,600.0,510.0
Carananduba,55 a 59 anos,122.0,69.0,53.0,5.07,2.87,2.2,775.33,846.2,683.06,510.0,510.0,510.0
Carananduba,60 a 69 anos,207.0,110.0,97.0,8.61,4.57,4.03,882.78,957.2,798.38,510.0,510.0,510.0
Carananduba,70 anos ou mais,179.0,91.0,88.0,7.44,3.78,3.66,729.14,853.78,600.25,510.0,510.0,510.0
Caruara,Total,363.0,209.0,154.0,100.0,57.58,42.42,640.03,674.67,593.03,510.0,510.0,400.0
Caruara,10 a 14 anos,14.0,10.0,4.0,3.86,2.75,1.1,183.43,183.8,182.5,116.0,123.0,105.0
Caruara,15 a 19 anos,24.0,16.0,8.0,6.61,4.41,2.2,327.04,401.25,178.63,250.0,300.0,135.0
Caruara,15 a 17 anos,11.0,6.0,5.0,3.03,1.65,1.38,177.18,230.0,113.8,200.0,250.0,120.0
Caruara,18 ou 19 anos,13.0,10.0,3.0,3.58,2.75,0.83,453.85,504.0,286.67,500.0,505.0,250.0
Caruara,20 a 24 anos,32.0,18.0,14.0,8.82,4.96,3.86,484.97,635.28,291.71,510.0,510.0,325.0
Caruara,25 a 29 anos,67.0,31.0,36.0,18.46,8.54,9.92,537.24,640.32,448.47,500.0,510.0,350.0
Caruara,30 a 34 anos,28.0,22.0,6.0,7.71,6.06,1.65,921.57,803.18,1355.67,510.0,510.0,367.0
Caruara,35 a 39 anos,50.0,28.0,22.0,13.77,7.71,6.06,623.12,692.14,535.27,510.0,510.0,400.0
Caruara,40 a 44 anos,27.0,13.0,14.0,7.44,3.58,3.86,766.0,1111.54,445.14,510.0,510.0,331.0
Caruara,45 a 49 anos,38.0,20.0,18.0,10.47,5.51,4.96,868.29,727.1,1025.17,510.0,510.0,510.0
Caruara,50 a 54 anos,19.0,10.0,9.0,5.23,2.75,2.48,587.58,552.0,627.11,510.0,510.0,510.0
Caruara,55 a 59 anos,20.0,14.0,6.0,5.51,3.86,1.65,505.5,493.57,533.33,510.0,510.0,250.0
Caruara,60 a 69 anos,30.0,20.0,10.0,8.26,5.51,2.75,950.0,818.0,1214.0,510.0,510.0,510.0
Caruara,70 anos ou mais,14.0,7.0,7.0,3.86,1.93,1.93,713.57,947.14,480.0,510.0,710.0,510.0
Farol,Total,418.0,230.0,188.0,100.0,55.02,44.98,932.94,1054.13,784.68,510.0,510.0,510.0
Farol,10 a 14 anos,6.0,4.0,2.0,1.44,0.96,0.48,471.67,557.5,300.0,510.0,510.0,300.0
Farol,15 a 19 anos,12.0,7.0,5.0,2.87,1.67,1.2,395.83,425.71,354.0,510.0,510.0,510.0
Farol,15 a 17 anos,6.0,3.0,3.0,1.44,0.72,0.72,396.67,423.33,370.0,510.0,510.0,510.0
Farol,18 ou 19 anos,6.0,4.0,2.0,1.44,0.96,0.48,395.0,427.5,330.0,510.0,510.0,330.0
Farol,20 a 24 anos,32.0,18.0,14.0,7.66,4.31,3.35,705.06,882.78,476.57,510.0,510.0,400.0
Farol,25 a 29 anos,49.0,29.0,20.0,11.72,6.94,4.78,671.84,717.24,606.0,510.0,510.0,510.0
Farol,30 a 34 anos,47.0,23.0,24.0,11.24,5.5,5.74,618.3,728.26,512.92,510.0,510.0,510.0
Farol,35 a 39 anos,53.0,26.0,27.0,12.68,6.22,6.46,1070.45,1240.38,906.81,510.0,800.0,510.0
